DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.299,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.188166,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,32,-2,PASS,4,0.4395,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,1.00967,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,51,12,FAIL,4,2.49275,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,2.23604,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,85,46,FAIL,4,10.461,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,162,123,FAIL,4,89.7215,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,162,101,FAIL,4,75.2823,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,168,105,FAIL,4,76.9257,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,300,215,FAIL,4,431.376,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,504,419,FAIL,4,2185.33,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,92,11,FAIL,4,9.35821,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,87,42,FAIL,4,12.0123,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,174,77,FAIL,4,82.4967,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,204,128,FAIL,4,252.704,CHECKER_PASS
random1_4type_uniform,91,906,815,FAIL,4,12358.6,CHECKER_PASS
random2_4type_uniform,85,912,827,FAIL,4,12892.0,CHECKER_PASS
random3_4type_uniform,109,1212,1103,FAIL,4,29924.1,CHECKER_PASS
random4_4type_uniform,81,1362,1281,FAIL,4,42547.1,CHECKER_PASS
random5_4type_uniform,88,1812,1724,FAIL,4,102434.0,CHECKER_PASS
random6_4type_uniform,91,2718,2627,FAIL,4,336397.0,CHECKER_PASS
random7_4type_uniform,99,3012,2913,FAIL,4,454733.0,CHECKER_PASS
