DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.117167,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.024709,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,32,-2,PASS,4,0.034833,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,0.061542,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,51,12,FAIL,4,0.089833,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,0.0995,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,85,46,FAIL,4,0.219708,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,162,123,FAIL,4,1.59133,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,162,101,FAIL,4,1.11062,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,168,105,FAIL,4,0.882375,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,300,215,FAIL,4,3.05308,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,504,419,FAIL,4,12.6378,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,92,11,FAIL,4,0.257834,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,87,42,FAIL,4,0.397,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,174,77,FAIL,4,1.57888,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,204,128,FAIL,4,1.71333,CHECKER_PASS
random1_4type_uniform,91,906,815,FAIL,4,84.7743,CHECKER_PASS
random2_4type_uniform,85,912,827,FAIL,4,74.177,CHECKER_PASS
random3_4type_uniform,109,1212,1103,FAIL,4,157.726,CHECKER_PASS
random4_4type_uniform,81,1362,1281,FAIL,4,212.005,CHECKER_PASS
random5_4type_uniform,88,1812,1724,FAIL,4,439.563,CHECKER_PASS
random6_4type_uniform,91,2718,2627,FAIL,4,1148.12,CHECKER_PASS
random7_4type_uniform,99,3012,2913,FAIL,4,1444.36,CHECKER_PASS
