DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,12,4,FAIL,3,0.107583,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.087542,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.102208,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.221042,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.18725,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.230791,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,0.414125,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,36,8,FAIL,8,0.943459,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,64,30,FAIL,6,1.24246,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,68,25,FAIL,4,1.11717,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,65,10,FAIL,8,2.04167,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,103,34,FAIL,8,6.09058,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,0.285958,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,35,4,FAIL,4,0.281292,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,75,8,FAIL,4,0.910375,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,81,29,FAIL,4,1.14821,CHECKER_PASS
random1_4type_invdelay,60,79,19,FAIL,20,14.3448,CHECKER_PASS
random2_4type_invdelay,63,91,28,FAIL,19,12.6229,CHECKER_PASS
random3_4type_invdelay,70,85,15,FAIL,24,15.7228,CHECKER_PASS
random4_4type_invdelay,54,72,18,FAIL,35,15.0606,CHECKER_PASS
random5_4type_invdelay,67,90,23,FAIL,35,26.1595,CHECKER_PASS
random6_4type_invdelay,61,76,15,FAIL,62,37.4192,CHECKER_PASS
random7_4type_invdelay,72,92,20,FAIL,55,52.167,CHECKER_PASS
