DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.094958,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.043291,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,32,-2,PASS,4,0.085167,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,0.146625,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,51,12,FAIL,4,0.137042,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,0.114541,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,65,26,FAIL,5,0.187625,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,78,39,FAIL,9,0.461208,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,84,23,FAIL,6,0.502125,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,86,23,FAIL,6,0.516,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,147,62,FAIL,8,3.48558,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,126,41,FAIL,12,5.388,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,92,11,FAIL,4,0.241417,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,70,25,FAIL,5,0.241458,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,174,77,FAIL,4,1.63117,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,102,26,FAIL,6,0.869417,CHECKER_PASS
random1_4type_uniform,91,159,68,FAIL,22,27.0764,CHECKER_PASS
random2_4type_uniform,85,158,73,FAIL,24,19.5664,CHECKER_PASS
random3_4type_uniform,109,203,94,FAIL,22,31.5395,CHECKER_PASS
random4_4type_uniform,81,99,18,FAIL,40,19.8352,CHECKER_PASS
random5_4type_uniform,88,107,19,FAIL,47,31.0585,CHECKER_PASS
random6_4type_uniform,91,119,28,FAIL,66,61.1822,CHECKER_PASS
random7_4type_uniform,99,131,32,FAIL,66,73.5124,CHECKER_PASS
