DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.218084,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.579833,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,46,12,FAIL,4,1.35929,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,2.77746,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,56,17,FAIL,4,5.56354,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,2.92133,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,93,54,FAIL,4,19.3958,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,162,123,FAIL,4,85.8676,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,162,101,FAIL,4,66.2368,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,175,112,FAIL,4,69.0503,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,305,220,FAIL,4,400.303,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,504,419,FAIL,4,2112.37,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,97,16,FAIL,4,8.55912,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,89,44,FAIL,4,13.274,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,179,82,FAIL,4,73.4722,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,204,128,FAIL,4,127.88,CHECKER_PASS
random1_4type_uniform,91,472,381,FAIL,6,3783.86,CHECKER_PASS
random2_4type_uniform,85,506,421,FAIL,6,3927.59,CHECKER_PASS
random3_4type_uniform,109,647,538,FAIL,6,8985.17,CHECKER_PASS
random4_4type_uniform,81,397,316,FAIL,10,4470.47,CHECKER_PASS
random5_4type_uniform,88,466,378,FAIL,11,8612.44,CHECKER_PASS
random6_4type_uniform,91,492,401,FAIL,15,15062.8,CHECKER_PASS
random7_4type_uniform,99,545,446,FAIL,15,20545.8,CHECKER_PASS
