DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.176209,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.204459,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,32,-2,PASS,4,0.569833,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,1.44958,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,51,12,FAIL,4,5.61492,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,1.58742,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,85,46,FAIL,4,11.4999,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,162,123,FAIL,4,93.8982,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,162,101,FAIL,4,212.938,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,168,105,FAIL,4,107.178,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,300,215,FAIL,4,587.686,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,504,419,FAIL,4,2080.85,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,92,11,FAIL,4,8.91633,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,87,42,FAIL,4,11.2334,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,174,77,FAIL,4,78.3247,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,204,128,FAIL,4,136.773,CHECKER_PASS
random1_4type_uniform,91,456,365,FAIL,6,4175.33,CHECKER_PASS
random2_4type_uniform,85,462,377,FAIL,6,4124.05,CHECKER_PASS
random3_4type_uniform,109,607,498,FAIL,6,9602.53,CHECKER_PASS
random4_4type_uniform,81,383,302,FAIL,10,4679.84,CHECKER_PASS
random5_4type_uniform,88,457,369,FAIL,11,9298.42,CHECKER_PASS
random6_4type_uniform,91,460,369,FAIL,15,15995.2,CHECKER_PASS
random7_4type_uniform,99,508,409,FAIL,15,21579.4,CHECKER_PASS
