DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,12,4,FAIL,3,0.121667,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.056333,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.067791,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.061208,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.074542,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.077833,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,0.151083,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,66,38,FAIL,4,0.569083,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,68,34,FAIL,4,0.47175,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,68,25,FAIL,4,0.46075,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,119,64,FAIL,4,2.03379,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,199,130,FAIL,4,6.36908,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,0.166,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,35,4,FAIL,4,0.1955,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,75,8,FAIL,4,0.707334,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,81,29,FAIL,4,0.745125,CHECKER_PASS
random1_4type_invdelay,60,362,302,FAIL,4,47.4045,CHECKER_PASS
random2_4type_invdelay,63,363,300,FAIL,4,40.9507,CHECKER_PASS
random3_4type_invdelay,70,477,407,FAIL,4,80.1826,CHECKER_PASS
random4_4type_invdelay,54,272,218,FAIL,8,54.3293,CHECKER_PASS
random5_4type_invdelay,67,357,290,FAIL,8,109.53,CHECKER_PASS
random6_4type_invdelay,61,357,296,FAIL,14,170.955,CHECKER_PASS
random7_4type_invdelay,72,397,325,FAIL,12,225.043,CHECKER_PASS
