DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,11,3,FAIL,3,0.129583,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.106167,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.21075,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.608,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.95775,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.901667,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,4.35538,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,66,38,FAIL,4,38.0832,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,69,35,FAIL,4,25.7002,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,71,28,FAIL,4,21.3124,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,122,67,FAIL,4,94.1577,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,200,131,FAIL,4,417.496,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,2.89354,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,35,4,FAIL,4,3.40696,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,74,7,FAIL,4,18.9655,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,81,29,FAIL,4,33.2685,CHECKER_PASS
random1_4type_invdelay,60,362,302,FAIL,4,2238.65,CHECKER_PASS
random2_4type_invdelay,63,363,300,FAIL,4,2295.73,CHECKER_PASS
random3_4type_invdelay,70,477,407,FAIL,4,5185.87,CHECKER_PASS
random4_4type_invdelay,54,272,218,FAIL,8,2183.09,CHECKER_PASS
random5_4type_invdelay,67,357,290,FAIL,8,4651.23,CHECKER_PASS
random6_4type_invdelay,61,357,296,FAIL,14,6278.42,CHECKER_PASS
random7_4type_invdelay,72,397,325,FAIL,12,9470.92,CHECKER_PASS
