// The next line is the dfg name
interpolate_aux_dfg__12_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 70
0 43 0
1 51 2
2 41 0
3 56 0
4 57 0
5 58 0
6 26 2
7 13 0
8 25 1
9 28 1
10 31 0
11 32 0
12 37 3
13 20 0
14 23 0
15 24 0
16 46 1
17 49 0
18 50 0
19 51 0
20 59 1
21 34 1
22 40 0
23 43 3
24 49 3
25 55 1
26 62 0
27 30 0
28 12 0
29 19 1
30 22 0
31 36 2
32 43 1
33 16 2
34 3 0
35 1 2
36 7 3
37 21 0
38 22 1
39 13 1
40 5 0
41 4 1
42 7 0
43 17 0
44 31 3
45 37 1
46 40 1
47 46 0
48 61 3
49 42 0
50 56 2
51 61 0
52 67 1
53 70 0
54 35 0
55 14 0
56 15 0
57 18 0
58 36 0
59 46 2
60 6 0
61 1 0
62 2 0
63 6 2
64 13 3
65 19 0
66 25 0
67 8 0
68 9 0
69 16 1
70 27 0
71 28 0
72 29 0
73 31 2
74 52 1
75 49 1
76 44 0
77 45 0
78 52 0
79 53 0
80 55 0
81 11 0
82 1 1
83 4 0
84 7 1
85 19 3
86 25 3
87 37 0
88 1 3
89 33 0
90 34 0
91 38 0
92 39 0
93 10 0
94 11 2
95 10 1
96 16 0
97 21 2
98 26 0
99 41 2
100 47 0
101 48 0
102 54 0
103 55 3
104 31 1
105 61 2
106 66 0
107 67 0
