// The next line is the dfg name
idctcol_dfg__3_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 74
0 1 0
1 6 2
2 13 3
3 19 0
4 22 1
5 3 0
6 4 0
7 5 0
8 1 2
9 14 0
10 15 0
11 8 0
12 9 0
13 11 0
14 7 1
15 10 0
16 13 1
17 12 0
18 16 0
19 21 2
20 6 0
21 16 1
22 20 0
23 26 2
24 28 0
25 1 1
26 4 1
27 7 0
28 13 0
29 16 2
30 37 3
31 2 0
32 19 3
33 25 0
34 26 1
35 26 0
36 25 3
37 21 0
38 31 2
39 32 1
40 44 0
41 43 0
42 27 0
43 29 1
44 49 3
45 55 0
46 31 3
47 37 0
48 38 0
49 39 1
50 39 0
51 40 0
52 41 0
53 42 0
54 46 0
55 10 1
56 22 0
57 68 1
58 56 0
59 61 2
60 66 0
61 67 0
62 68 0
63 1 3
64 29 0
65 69 0
66 45 0
67 47 1
68 50 0
69 53 1
70 63 0
71 23 0
72 30 0
73 70 0
74 36 2
75 41 2
76 46 2
77 56 1
78 64 0
79 11 2
80 67 3
81 73 0
82 35 0
83 36 0
84 55 3
85 61 0
86 62 1
87 18 0
88 19 1
89 71 0
90 44 1
91 47 0
92 51 2
93 59 1
94 65 0
95 24 0
96 31 0
97 72 0
98 57 0
99 58 0
100 59 0
101 60 0
102 65 1
103 7 3
104 32 0
105 74 0
106 43 3
107 50 1
108 53 0
109 56 2
110 62 0
111 17 0
112 61 3
113 71 1
