// The next line is the dfg name
smooth_color_z_triangle_dfg__31_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 3 3 5
SQRT 3 3 6
actual latency 178
0 36 3
1 20 0
2 91 1
3 88 1
4 91 4
5 109 1
6 121 1
7 124 5
8 49 6
9 26 3
10 85 1
11 88 5
12 106 1
13 109 2
14 115 1
15 130 1
16 133 1
17 31 0
18 21 0
19 43 7
20 112 1
21 115 0
22 116 0
23 117 5
24 55 7
25 55 6
26 124 1
27 127 0
28 128 6
29 134 3
30 139 3
31 144 5
32 150 5
33 36 4
34 61 7
35 136 5
36 24 0
37 32 0
38 156 5
39 162 5
40 168 2
41 173 5
42 19 7
43 25 5
44 156 1
45 12 0
46 40 1
47 136 2
48 159 1
49 162 1
50 70 1
51 16 4
52 11 4
53 25 1
54 28 0
55 73 2
56 78 2
57 2 0
58 10 1
59 6 4
60 13 5
61 21 2
62 26 0
63 27 0
64 83 6
65 89 3
66 1 7
67 1 4
68 6 2
69 11 3
70 22 1
71 25 0
72 31 5
73 13 0
74 34 1
75 13 1
76 28 1
77 37 5
78 43 5
79 49 1
80 52 4
81 57 0
82 5 0
83 6 3
84 94 3
85 1 3
86 6 0
87 61 5
88 99 0
89 100 1
90 103 1
91 7 5
92 16 2
93 58 1
94 7 6
95 16 3
96 94 1
97 97 1
98 100 0
99 7 1
100 1 0
101 1 5
102 10 0
103 11 2
104 16 1
105 19 1
106 1 2
107 4 1
108 1 1
109 4 0
110 7 0
111 8 0
112 9 0
113 22 0
114 23 0
115 15 0
116 16 0
117 37 1
118 46 1
119 49 3
120 55 1
121 58 3
122 25 6
123 31 2
124 26 4
125 31 7
126 37 7
127 43 6
128 49 2
129 64 1
130 67 2
131 31 1
132 36 2
133 41 0
134 3 0
135 14 0
136 73 1
137 76 3
138 81 5
139 87 0
140 82 1
141 85 2
142 90 2
143 49 7
144 55 2
145 60 2
146 95 0
147 96 5
148 31 3
149 17 0
150 21 3
151 52 1
152 56 0
153 61 6
154 67 5
155 43 1
156 13 7
157 26 2
158 31 6
159 37 6
160 49 5
161 55 0
162 73 0
163 74 5
164 55 5
165 19 0
166 19 6
167 29 0
168 31 4
169 61 4
170 118 1
171 76 1
172 21 4
173 18 0
174 19 5
175 67 1
176 79 1
177 82 0
178 121 2
179 127 1
180 7 7
181 13 6
182 80 0
183 1 6
184 11 0
185 130 0
186 131 2
187 136 0
188 137 4
189 30 0
190 136 1
191 139 6
192 25 7
193 61 1
194 81 0
195 145 6
196 151 2
