// The next line is the dfg name
smooth_color_z_triangle_dfg__31_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 2 2 1
MUL 2 2 3
DIV 2 2 5
SQRT 2 2 6
actual latency 65
0 45 1
1 15 0
2 12 1
3 9 1
4 10 2
5 15 1
6 18 0
7 21 5
8 25 7
9 16 2
10 10 0
11 16 5
12 21 0
13 31 2
14 34 0
15 35 0
16 36 1
17 2 1
18 1 1
19 1 6
20 7 0
21 8 0
22 9 0
23 13 6
24 7 7
25 1 7
26 2 0
27 3 0
28 11 4
29 16 0
30 17 0
31 31 6
32 43 6
33 22 1
34 26 5
35 55 6
36 31 1
37 33 0
38 51 4
39 61 2
40 64 0
41 65 0
42 36 4
43 46 5
44 53 1
45 42 1
46 44 1
47 46 3
48 54 0
49 57 1
50 13 1
51 11 1
52 7 2
53 12 0
54 14 1
55 16 3
56 22 2
57 23 0
58 16 1
59 1 3
60 13 7
61 19 3
62 24 0
63 25 1
64 31 5
65 37 3
66 6 5
67 10 3
68 7 3
69 17 1
70 18 1
71 20 1
72 26 4
73 19 0
74 6 1
75 6 0
76 7 1
77 25 6
78 31 4
79 36 0
80 37 2
81 40 0
82 35 1
83 40 2
84 43 3
85 34 2
86 38 1
87 51 5
88 56 1
89 57 0
90 58 0
91 36 5
92 46 2
93 49 0
94 41 5
95 46 1
96 47 0
97 50 0
98 54 1
99 32 0
100 24 1
101 21 4
102 26 1
103 28 3
104 33 1
105 37 1
106 22 3
107 29 1
108 28 0
109 30 0
110 32 1
111 34 1
112 38 0
113 39 0
114 40 1
115 27 1
116 21 1
117 19 1
118 22 0
119 25 2
120 28 1
121 31 3
122 13 2
123 4 0
124 3 1
125 4 2
126 19 6
127 37 6
128 43 2
129 46 0
130 49 3
131 41 0
132 43 1
133 45 0
134 41 1
135 44 0
136 52 0
137 53 0
138 54 3
139 58 1
140 39 1
141 40 3
142 52 1
143 43 7
144 49 2
145 52 2
146 55 1
147 56 2
148 4 3
149 5 1
150 1 2
151 5 0
152 8 1
153 11 5
154 37 7
155 14 0
156 1 4
157 1 0
158 7 6
159 16 4
160 31 7
161 37 0
162 43 0
163 46 4
164 6 4
165 11 0
166 1 5
167 10 1
168 13 0
169 19 2
170 23 1
171 20 0
172 13 3
173 4 1
174 19 7
175 25 0
176 26 0
177 27 0
178 28 2
179 31 0
180 25 3
181 41 4
182 51 1
183 49 6
184 55 0
185 56 0
186 57 3
187 60 0
188 61 0
189 29 0
190 30 1
191 49 7
192 34 3
193 42 0
194 51 0
195 56 4
196 61 1
