DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,11,3,FAIL,3,0.153292,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.11575,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.210083,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.622416,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.954208,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.927083,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,3.17425,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,36,8,FAIL,8,7.12696,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,64,30,FAIL,6,16.3163,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,71,28,FAIL,4,20.8508,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,67,12,FAIL,8,33.0396,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,103,34,FAIL,8,282.788,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,3.22417,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,35,4,FAIL,4,3.22746,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,74,7,FAIL,4,20.7497,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,81,29,FAIL,4,34.3901,CHECKER_PASS
random1_4type_invdelay,60,95,35,FAIL,16,220.41,CHECKER_PASS
random2_4type_invdelay,63,94,31,FAIL,16,225.121,CHECKER_PASS
random3_4type_invdelay,70,100,30,FAIL,20,336.249,CHECKER_PASS
random4_4type_invdelay,54,81,27,FAIL,31,262.921,CHECKER_PASS
random5_4type_invdelay,67,103,36,FAIL,31,527.108,CHECKER_PASS
random6_4type_invdelay,61,87,26,FAIL,54,644.927,CHECKER_PASS
random7_4type_invdelay,72,109,37,FAIL,47,1007.59,CHECKER_PASS
