// The next line is the dfg name
smooth_color_z_triangle_dfg__31_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 305
0 156 2
1 24 0
2 70 1
3 64 1
4 136 2
5 141 1
6 144 1
7 211 3
8 193 3
9 126 2
10 58 1
11 139 3
12 147 1
13 214 2
14 219 1
15 222 1
16 228 1
17 26 0
18 25 0
19 145 3
20 151 1
21 154 0
22 155 0
23 235 3
24 229 3
25 217 3
26 73 1
27 78 0
28 223 3
29 243 2
30 258 2
31 271 3
32 277 3
33 161 2
34 259 3
35 265 3
36 19 0
37 27 0
38 283 3
39 289 3
40 295 2
41 300 3
42 85 3
43 91 3
44 283 1
45 6 0
46 22 1
47 233 2
48 286 1
49 289 1
50 43 1
51 66 2
52 56 2
53 61 1
54 71 0
55 91 2
56 96 2
57 3 0
58 10 1
59 51 2
60 61 3
61 71 2
62 76 0
63 77 0
64 103 3
65 111 2
66 13 3
67 16 2
68 36 2
69 41 2
70 46 1
71 49 0
72 55 3
73 12 0
74 34 1
75 25 1
76 28 1
77 43 3
78 49 3
79 55 1
80 61 2
81 66 0
82 5 0
83 21 2
84 116 2
85 6 2
86 11 0
87 67 3
88 121 0
89 122 1
90 125 1
91 19 3
92 26 2
93 67 1
94 25 3
95 31 2
96 116 1
97 119 1
98 122 0
99 7 1
100 1 0
101 1 3
102 10 0
103 11 2
104 16 1
105 19 1
106 1 2
107 4 1
108 1 1
109 4 0
110 7 0
111 8 0
112 9 0
113 22 0
114 23 0
115 15 0
116 16 0
117 37 1
118 40 1
119 76 2
120 81 1
121 86 2
122 133 3
123 131 2
124 141 2
125 163 3
126 169 3
127 175 3
128 181 2
129 186 1
130 189 2
131 13 1
132 46 2
133 51 0
134 2 0
135 14 0
136 194 1
137 199 2
138 205 3
139 211 0
140 52 1
141 121 2
142 194 2
143 187 3
144 204 2
145 209 2
146 214 0
147 253 3
148 146 2
149 17 0
150 81 2
151 86 1
152 89 0
153 151 3
154 157 3
155 31 1
156 79 3
157 106 2
158 115 3
159 121 3
160 127 3
161 133 0
162 163 0
163 181 3
164 199 3
165 20 0
166 109 3
167 115 0
168 151 2
169 219 2
170 225 1
171 49 1
172 101 2
173 18 0
174 73 3
175 106 1
176 109 1
177 112 0
178 228 2
179 233 1
180 31 3
181 37 3
182 187 0
183 7 3
184 13 0
185 236 0
186 238 2
187 243 0
188 248 2
189 21 0
190 76 1
191 241 3
192 97 3
193 103 1
194 188 0
195 247 3
196 253 2
