// The next line is the dfg name
random3_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 2 2 1
MUL 2 2 3
DIV 2 2 5
SQRT 2 2 6
actual latency 241
0 1 6
1 7 2
2 10 2
3 13 2
4 13 0
5 13 1
6 16 2
7 14 3
8 19 0
9 53 1
10 22 4
11 44 7
12 20 1
13 24 5
14 21 0
15 27 1
16 175 0
17 70 2
18 67 6
19 83 1
20 67 1
21 31 6
22 27 0
23 49 1
24 73 0
25 73 1
26 28 0
27 29 5
28 68 7
29 29 0
30 84 1
31 74 0
32 85 1
33 86 1
34 67 4
35 86 3
36 91 2
37 53 0
38 87 1
39 34 1
40 88 1
41 34 0
42 34 2
43 38 0
44 30 1
45 57 0
46 85 2
47 37 0
48 37 6
49 89 1
50 90 1
51 69 5
52 91 1
53 72 4
54 75 0
55 92 1
56 92 3
57 46 2
58 39 0
59 93 1
60 39 5
61 43 6
62 62 3
63 51 0
64 53 3
65 37 1
66 74 5
67 55 1
68 94 1
69 59 3
70 38 7
71 94 2
72 38 1
73 95 1
74 77 4
75 96 1
76 97 1
77 65 0
78 98 1
79 54 1
80 99 1
81 44 0
82 95 3
83 49 5
84 58 1
85 79 5
86 38 3
87 100 1
88 101 1
89 83 3
90 65 1
91 102 1
92 62 1
93 103 1
94 73 6
95 104 1
96 97 2
97 105 1
98 70 1
99 106 1
100 107 1
101 42 4
102 44 3
103 108 1
104 61 0
105 109 1
106 110 1
107 98 3
108 111 1
109 112 1
110 69 1
111 113 1
112 114 1
113 115 1
114 74 7
115 116 1
116 68 3
117 82 4
118 79 6
119 47 1
120 84 5
121 100 2
122 80 7
123 50 3
124 117 1
125 101 3
126 118 1
127 119 1
128 120 1
129 103 2
130 56 3
131 57 4
132 67 2
133 121 1
134 122 1
135 123 1
136 124 1
137 125 1
138 68 1
139 104 3
140 126 1
141 82 1
142 127 1
143 128 1
144 129 1
145 130 1
146 131 1
147 132 1
148 133 1
149 134 1
150 87 4
151 135 1
152 136 1
153 137 1
154 89 5
155 92 4
156 94 5
157 62 4
158 43 2
159 138 1
160 139 1
161 140 1
162 106 2
163 141 1
164 142 1
165 85 6
166 97 4
167 143 1
168 99 5
169 144 1
170 145 1
171 86 7
172 146 1
173 107 3
174 109 2
175 147 1
176 148 1
177 110 3
178 91 6
179 112 2
180 149 1
181 150 1
182 113 3
183 92 7
184 151 1
185 152 1
186 97 6
187 115 2
188 116 3
189 98 7
190 153 1
191 154 1
192 118 2
193 119 3
194 155 1
195 156 1
196 121 2
197 122 3
198 1 2
199 4 1
200 4 0
201 4 5
202 61 1
203 68 0
204 12 1
205 5 1
206 77 0
207 79 0
208 12 4
209 7 0
210 17 1
211 5 0
212 10 1
213 29 3
214 10 0
215 16 1
216 40 2
217 124 2
218 25 2
219 157 1
220 103 6
221 6 1
222 102 4
223 104 5
224 125 3
225 44 1
226 18 1
227 26 1
228 82 0
229 55 2
230 158 1
231 54 0
232 32 4
233 32 7
234 7 1
235 55 6
236 159 1
237 81 0
238 59 1
239 160 1
240 58 0
241 36 0
242 25 1
243 17 4
244 161 1
245 107 4
246 162 1
247 109 5
248 127 2
249 6 0
250 163 1
251 8 1
252 13 6
253 14 7
254 19 5
255 112 4
256 25 6
257 164 1
258 165 1
259 20 7
260 104 7
261 166 1
262 167 1
263 109 6
264 9 1
265 110 7
266 128 3
267 168 1
268 169 1
269 130 2
270 40 0
271 170 1
272 171 1
273 11 0
274 12 0
275 49 6
276 65 3
277 46 1
278 62 0
279 172 1
280 173 1
281 114 5
282 42 0
283 30 0
284 131 3
285 174 1
286 115 6
287 71 0
288 26 7
289 117 4
290 66 1
291 175 1
292 176 0
293 176 1
294 177 0
295 177 1
296 133 2
297 178 0
298 8 7
299 178 1
300 47 3
301 116 7
302 134 3
303 136 2
304 35 0
305 49 0
306 137 3
307 119 5
308 179 0
309 121 6
310 179 1
311 122 7
312 180 0
313 122 4
314 180 1
315 181 0
316 181 1
317 182 0
318 182 1
319 183 0
320 139 2
321 183 1
322 124 5
323 184 0
324 24 1
325 184 1
326 127 4
327 185 0
328 129 5
329 185 1
330 186 0
331 186 1
332 64 0
333 52 1
334 140 3
335 127 6
336 142 2
337 132 4
338 187 0
339 134 5
340 128 7
341 61 6
342 187 1
343 188 0
344 143 3
345 137 4
346 145 2
347 188 1
348 189 0
349 139 5
350 189 1
351 190 0
352 37 4
353 190 1
354 191 0
355 191 1
356 133 6
357 192 0
358 146 3
359 192 1
360 148 2
361 193 0
362 193 1
363 142 4
364 43 1
365 194 0
366 149 3
367 194 1
368 151 2
369 144 5
370 134 7
371 152 3
372 154 2
373 139 6
374 147 4
375 52 4
376 149 5
377 195 0
378 195 1
379 196 0
380 54 5
381 196 1
382 152 4
383 154 5
384 197 0
385 155 3
386 157 2
387 140 7
388 158 3
389 160 2
390 161 3
391 197 1
392 198 0
393 198 1
394 199 0
395 199 1
396 200 0
397 157 4
398 163 2
399 164 3
400 200 1
401 159 5
402 166 2
403 201 0
404 1 1
405 2 0
406 2 4
407 2 7
408 4 2
409 41 3
410 145 6
411 7 4
412 7 6
413 19 2
414 63 1
415 81 1
416 201 1
417 9 5
418 202 0
419 47 0
420 64 1
421 167 3
422 14 1
423 40 1
424 22 1
425 169 2
426 31 0
427 202 1
428 22 0
429 162 4
430 146 7
431 203 0
432 15 1
433 203 1
434 204 0
435 50 0
436 89 3
437 3 0
438 14 0
439 16 0
440 204 1
441 29 1
442 51 1
443 80 3
444 205 0
445 151 6
446 170 3
447 17 0
448 164 5
449 18 0
450 71 1
451 205 1
452 206 0
453 172 2
454 206 1
455 88 0
456 167 4
457 83 0
458 84 0
459 22 2
460 79 2
461 85 0
462 173 3
463 86 0
464 87 0
465 15 0
466 21 1
467 89 0
468 90 0
469 91 0
470 92 0
471 175 2
472 57 1
473 93 0
474 48 1
475 78 1
476 78 0
477 76 0
478 41 1
479 152 7
480 26 3
481 157 6
482 28 2
483 176 3
484 94 0
485 49 2
486 63 0
487 95 0
488 50 7
489 96 0
490 158 7
491 60 0
492 169 5
493 178 2
494 163 6
495 36 1
496 97 0
497 179 3
498 181 2
499 98 0
500 172 4
501 79 1
502 99 0
503 100 0
504 182 3
505 19 6
506 101 0
507 164 7
508 184 2
509 102 0
510 103 0
511 185 3
512 104 0
513 174 5
514 105 0
515 106 0
516 169 6
517 177 4
518 45 0
519 107 0
520 179 5
521 108 0
522 187 2
523 31 1
524 109 0
525 60 1
526 182 4
527 37 2
528 184 5
529 110 0
530 48 0
531 111 0
532 187 4
533 112 0
534 61 2
535 188 3
536 88 2
537 189 5
538 190 2
539 80 0
540 191 3
541 113 0
542 170 7
543 114 0
544 115 0
545 116 0
546 193 2
547 117 0
548 118 0
549 119 0
550 120 0
551 194 3
552 175 6
553 121 0
554 196 2
555 122 0
556 123 0
557 52 0
558 124 0
559 197 3
560 125 0
561 199 2
562 200 3
563 192 4
564 202 2
565 32 1
566 126 0
567 127 0
568 128 0
569 129 0
570 130 0
571 194 5
572 176 7
573 131 0
574 132 0
575 133 0
576 197 4
577 134 0
578 181 6
579 182 7
580 135 0
581 199 5
582 202 4
583 136 0
584 137 0
585 203 3
586 138 0
587 205 2
588 204 5
589 139 0
590 140 0
591 141 0
592 206 3
593 142 0
594 143 0
595 144 0
596 208 2
597 145 0
598 187 6
599 146 0
600 147 0
601 148 0
602 149 0
603 207 4
604 1 0
605 2 3
606 5 3
607 45 1
608 8 0
609 47 4
610 69 0
611 150 0
612 9 0
613 17 3
614 70 0
615 11 3
616 151 0
617 28 1
618 50 1
619 64 2
