// The next line is the dfg name
feedback_points_dfg__7_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 39
0 10 0
1 4 0
2 5 0
3 6 0
4 26 2
5 31 0
6 32 0
7 3 0
8 2 0
9 1 3
10 7 0
11 10 1
12 16 2
13 34 1
14 21 0
15 22 0
16 37 0
17 17 0
18 6 2
19 12 0
20 13 0
21 18 0
22 19 1
23 34 0
24 7 1
25 13 1
26 35 0
27 13 3
28 1 1
29 1 0
30 7 3
31 19 3
32 25 0
33 33 0
34 11 0
35 31 3
36 37 1
37 14 0
38 4 1
39 1 2
40 8 0
41 15 0
42 16 0
43 9 0
44 11 2
45 21 2
46 16 1
47 19 0
48 20 0
49 25 3
50 31 1
51 36 0
52 38 0
