// The next line is the dfg name
matmul_dfg__3_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 71
0 1 1
1 4 0
2 7 1
3 13 3
4 1 0
5 7 3
6 13 0
7 14 0
8 1 2
9 6 0
10 7 0
11 10 1
12 12 0
13 16 0
14 36 2
15 41 0
16 18 0
17 21 0
18 25 1
19 28 1
20 23 0
21 25 0
22 27 0
23 31 2
24 36 0
25 22 0
26 24 0
27 26 0
28 31 3
29 41 2
30 4 1
31 17 0
32 43 3
33 49 1
34 52 0
35 31 0
36 61 3
37 70 0
38 71 0
39 2 0
40 6 2
41 11 0
42 19 0
43 3 0
44 8 0
45 10 0
46 15 0
47 25 3
48 5 0
49 9 0
50 37 3
51 43 0
52 46 1
53 29 0
54 30 0
55 55 1
56 58 0
57 61 2
58 52 1
59 56 2
60 64 0
61 66 0
62 19 3
63 26 2
64 31 1
65 34 0
66 11 2
67 16 1
68 20 0
69 22 1
70 37 1
71 32 0
72 33 0
73 35 0
74 37 0
75 40 0
76 46 2
77 51 0
78 53 0
79 55 3
80 62 0
81 19 1
82 40 1
83 43 1
84 63 0
85 28 0
86 34 1
87 51 2
88 56 0
89 49 3
90 55 0
91 57 0
92 59 0
93 60 0
94 1 3
95 13 1
96 16 2
97 21 2
98 61 0
99 58 1
100 61 1
101 65 0
102 67 0
103 68 0
104 39 0
105 42 0
106 44 0
107 69 0
108 38 0
