// The next line is the dfg name
jpeg_fdct_islow_dfg__6_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 204
0 1 3
1 7 1
2 46 2
3 10 1
4 16 1
5 19 0
6 66 2
7 25 3
8 31 0
9 56 2
10 3 0
11 13 1
12 55 3
13 62 1
14 31 3
15 37 0
16 38 0
17 11 2
18 19 3
19 25 1
20 40 0
21 31 2
22 36 0
23 39 0
24 1 0
25 7 3
26 41 2
27 61 2
28 1 1
29 13 3
30 19 1
31 1 2
32 16 2
33 37 3
34 43 0
35 2 0
36 4 0
37 49 3
38 4 1
39 36 2
40 43 1
41 67 3
42 5 0
43 6 0
44 22 1
45 6 2
46 21 2
47 43 3
48 61 3
49 26 2
50 31 1
51 51 2
52 7 0
53 28 1
54 32 0
55 56 1
56 72 0
57 71 0
58 91 3
59 73 3
60 97 1
61 133 3
62 139 1
63 34 1
64 145 3
65 161 2
66 111 2
67 126 2
68 175 3
69 139 3
70 181 3
71 187 0
72 79 0
73 81 2
74 85 3
75 101 2
76 106 1
77 151 3
78 116 2
79 131 2
80 166 2
81 79 1
82 121 3
83 127 0
84 141 2
85 8 0
86 146 2
87 151 1
88 71 2
89 73 1
90 66 1
91 73 0
92 79 3
93 85 0
94 59 1
95 109 3
96 91 2
97 76 2
98 86 0
99 76 0
100 97 3
101 86 2
102 103 1
103 96 2
104 106 2
105 121 2
106 169 3
107 175 0
108 40 1
109 187 3
110 193 0
111 115 1
112 118 1
113 121 0
114 122 1
115 37 1
116 151 2
117 156 1
118 115 3
119 157 3
120 163 1
121 166 0
122 156 2
123 161 0
124 167 0
125 103 3
126 127 3
127 136 2
128 142 1
129 163 3
130 169 1
131 172 0
132 193 3
133 199 3
