// The next line is the dfg name
random5_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 2 2 1
MUL 2 2 3
DIV 2 2 5
SQRT 2 2 6
actual latency 357
0 1 2
1 5 3
2 60 1
3 121 1
4 112 4
5 10 2
6 293 0
7 8 1
8 12 1
9 75 0
10 15 1
11 110 3
12 123 1
13 35 1
14 10 1
15 124 1
16 95 3
17 97 2
18 14 3
19 28 2
20 164 3
21 121 0
22 17 1
23 166 2
24 125 1
25 113 5
26 94 2
27 90 1
28 120 0
29 119 0
30 13 0
31 122 0
32 20 1
33 35 3
34 103 6
35 126 1
36 127 1
37 31 1
38 89 0
39 124 2
40 49 1
41 128 1
42 38 0
43 39 0
44 129 1
45 130 1
46 69 0
47 32 1
48 23 1
49 74 0
50 16 0
51 11 1
52 167 3
53 58 5
54 33 1
55 90 0
56 131 1
57 132 1
58 104 7
59 133 1
60 121 2
61 117 4
62 47 4
63 134 1
64 14 0
65 17 0
66 135 1
67 60 0
68 34 1
69 115 0
70 62 4
71 136 1
72 81 0
73 137 1
74 109 6
75 138 1
76 119 3
77 78 0
78 139 1
79 140 1
80 113 0
81 37 6
82 114 0
83 141 1
84 112 0
85 59 0
86 142 1
87 143 1
88 27 1
89 51 1
90 169 2
91 170 3
92 118 5
93 144 1
94 61 2
95 100 2
96 110 0
97 145 1
98 172 2
99 61 1
100 109 0
101 43 0
102 146 1
103 115 6
104 66 1
105 173 3
106 65 1
107 147 1
108 148 1
109 18 1
110 67 6
111 149 1
112 122 4
113 116 7
114 44 3
115 175 2
116 150 1
117 18 5
118 151 1
119 152 1
120 121 6
121 153 1
122 122 7
123 154 1
124 155 1
125 48 5
126 92 7
127 44 7
128 156 1
129 157 1
130 123 5
131 158 1
132 109 2
133 55 0
134 159 1
135 55 1
136 102 0
137 63 5
138 54 0
139 176 3
140 127 4
141 160 1
142 40 0
143 127 6
144 178 2
145 62 1
146 86 1
147 104 3
148 101 0
149 161 1
150 128 7
151 100 0
152 179 3
153 181 2
154 162 1
155 163 1
156 128 5
157 164 1
158 85 1
159 165 1
160 166 1
161 167 1
162 182 3
163 184 2
164 185 3
165 103 0
166 168 1
167 53 1
168 72 1
169 169 1
170 187 2
171 48 0
172 170 1
173 171 1
174 172 1
175 132 4
176 173 1
177 133 6
178 188 3
179 190 2
180 191 3
181 51 0
182 193 2
183 134 7
184 174 1
185 21 0
186 175 1
187 96 0
188 95 0
189 176 1
190 94 0
191 139 6
192 133 5
193 194 3
194 70 0
195 140 7
196 145 6
197 177 1
198 137 4
199 178 1
200 80 1
201 196 2
202 97 0
203 68 1
204 138 5
205 179 1
206 180 1
207 181 1
208 182 1
209 79 1
210 183 1
211 184 1
212 197 3
213 185 1
214 142 4
215 186 1
216 187 1
217 199 2
218 188 1
219 189 1
220 67 0
221 143 5
222 200 3
223 147 4
224 43 2
225 202 2
226 148 5
227 203 3
228 205 2
229 190 1
230 206 3
231 191 1
232 192 1
233 193 1
234 194 1
235 152 4
236 93 0
237 146 7
238 153 5
239 195 1
240 151 6
241 196 1
242 208 2
243 157 4
244 209 3
245 211 2
246 152 7
247 197 1
248 50 0
249 198 1
250 212 3
251 158 5
252 199 1
253 200 1
254 201 1
255 162 4
256 214 2
257 202 1
258 203 1
259 73 5
260 204 1
261 157 6
262 205 1
263 163 5
264 206 1
265 158 7
266 167 4
267 207 1
268 208 1
269 215 3
270 209 1
271 210 1
272 211 1
273 168 5
274 163 6
275 59 1
276 212 1
277 213 1
278 172 4
279 173 5
280 214 1
281 217 2
282 215 1
283 216 1
284 218 3
285 220 2
286 217 1
287 218 1
288 221 3
289 219 1
290 46 0
291 164 7
292 177 4
293 220 1
294 221 1
295 223 2
296 222 1
297 223 1
298 169 6
299 1 6
300 7 4
301 13 2
302 19 6
303 25 2
304 25 0
305 98 0
306 20 7
307 224 1
308 19 1
309 49 2
310 54 1
311 50 3
312 26 1
313 224 3
314 55 6
315 178 5
316 225 1
317 26 0
318 32 3
319 28 5
320 29 1
321 170 7
322 32 4
323 50 7
324 77 0
325 76 1
326 28 0
327 226 1
328 227 1
329 37 1
330 29 3
331 29 0
332 228 1
333 38 7
334 62 7
335 229 1
336 27 4
337 77 1
338 99 0
339 27 0
340 230 1
341 46 2
342 32 7
343 231 1
344 40 2
345 38 1
346 31 2
347 175 6
348 182 4
349 98 7
350 30 0
351 232 1
352 233 1
353 104 0
354 52 2
355 31 6
356 28 1
357 183 5
358 76 2
359 33 5
360 78 1
361 234 1
362 235 1
363 34 0
364 176 7
365 236 1
366 105 0
367 71 3
368 52 4
369 181 6
370 34 2
371 77 4
372 182 7
373 42 4
374 43 6
375 237 1
376 226 2
377 79 0
378 238 1
379 227 3
380 106 0
381 229 2
382 187 4
383 107 0
384 239 1
385 57 4
386 240 1
387 23 5
388 230 3
389 77 3
390 101 3
391 241 1
392 91 6
393 37 2
394 242 1
395 79 2
396 243 1
397 74 3
398 244 1
399 245 1
400 246 1
401 247 1
402 248 1
403 232 2
404 80 3
405 187 6
406 108 0
407 249 1
408 250 1
409 251 1
410 49 0
411 252 1
412 97 6
413 37 0
414 188 5
415 253 1
416 38 3
417 86 7
418 254 1
419 255 1
420 188 7
421 256 1
422 233 3
423 47 1
424 41 0
425 257 1
426 258 1
427 259 1
428 42 0
429 235 2
430 83 0
431 59 3
432 236 3
433 260 1
434 261 1
435 192 4
436 193 6
437 262 1
438 263 1
439 35 0
440 36 0
441 82 1
442 238 2
443 264 1
444 239 3
445 241 2
446 242 3
447 55 2
448 244 2
449 43 1
450 265 1
451 193 5
452 245 3
453 266 1
454 247 2
455 267 1
456 62 3
457 194 7
458 268 1
459 248 3
460 250 2
461 199 6
462 86 3
463 200 7
464 205 6
465 206 7
466 269 1
467 197 4
468 211 6
469 58 1
470 251 3
471 53 0
472 63 0
473 212 7
474 270 1
475 271 1
476 272 1
477 273 1
478 274 1
479 275 1
480 253 2
481 276 1
482 277 1
483 278 1
484 279 1
485 280 1
486 281 1
487 282 1
488 111 0
489 283 1
490 284 1
491 217 6
492 285 1
493 218 7
494 254 3
495 286 1
496 198 5
497 202 4
498 287 1
499 256 2
500 288 1
501 257 3
502 289 1
503 73 2
504 259 2
505 163 2
506 290 1
507 291 1
508 292 1
509 293 1
510 294 0
511 294 1
512 203 5
513 116 0
514 223 6
515 224 7
516 295 0
517 295 1
518 296 0
519 207 4
520 45 1
521 208 5
522 46 1
523 212 4
524 213 5
525 43 5
526 296 1
527 52 0
528 297 0
529 297 1
530 298 0
531 160 2
532 157 2
533 298 1
534 299 0
535 229 6
536 299 1
537 300 0
538 217 4
539 300 1
540 301 0
541 301 1
542 302 0
543 230 7
544 302 1
545 303 0
546 303 1
547 154 2
548 304 0
549 304 1
550 305 0
551 305 1
552 306 0
553 151 2
554 235 6
555 306 1
556 307 0
557 307 1
558 218 5
559 308 0
560 236 7
561 308 1
562 309 0
563 309 1
564 310 0
565 222 4
566 148 2
567 310 1
568 311 0
569 145 2
570 311 1
571 312 0
572 312 1
573 313 0
574 223 5
575 227 4
576 313 1
577 228 5
578 314 0
579 314 1
580 142 2
581 315 0
582 315 1
583 316 0
584 232 4
585 316 1
586 317 0
587 139 2
588 136 2
589 317 1
590 233 5
591 318 0
592 318 1
593 237 4
594 319 0
595 319 1
596 320 0
597 241 6
598 1 1
599 4 2
600 7 2
601 41 3
602 12 4
603 320 1
604 242 7
605 13 5
606 78 5
607 10 0
608 73 0
609 17 4
610 22 1
611 80 0
612 7 0
613 18 0
614 16 2
615 53 5
616 25 6
617 117 0
618 238 5
619 52 1
620 20 3
621 17 3
622 103 2
623 70 2
624 57 1
625 118 0
626 50 1
627 24 1
628 321 0
629 19 0
630 321 1
631 23 0
632 247 6
633 8 0
634 48 1
635 82 4
636 83 1
637 133 2
638 42 1
639 248 7
640 322 0
641 106 2
642 107 3
643 61 6
644 253 6
645 322 1
646 64 2
647 63 1
648 13 6
649 19 2
650 75 1
651 323 0
652 65 3
653 31 0
654 40 1
655 44 1
656 130 2
657 323 1
658 30 1
659 127 2
660 128 3
661 131 3
662 242 4
663 39 1
664 123 0
665 134 3
666 68 0
667 22 0
668 254 7
669 122 1
670 26 3
671 124 0
672 125 0
673 259 6
674 126 0
675 23 3
676 243 5
677 127 0
678 137 3
679 83 5
680 66 0
681 112 2
682 140 3
683 44 0
684 87 4
685 22 4
686 74 1
687 324 0
688 71 0
689 68 5
690 81 1
691 247 4
692 128 0
693 67 1
694 84 1
695 129 0
696 91 1
697 56 1
698 130 0
699 65 0
700 131 0
701 132 0
702 133 0
703 134 0
704 135 0
705 41 1
706 120 1
707 136 0
708 248 5
709 26 7
710 137 0
711 67 4
712 36 1
713 252 4
714 92 3
715 38 5
716 119 1
717 138 0
718 139 0
719 113 3
720 86 0
721 253 5
722 64 0
723 33 0
724 91 2
725 118 1
726 140 0
727 141 0
728 143 3
729 142 0
730 146 3
731 143 0
732 144 0
733 32 0
734 257 4
735 149 3
736 47 0
737 152 3
738 145 0
739 74 7
740 117 1
741 146 0
742 155 3
743 147 0
744 258 5
745 148 0
746 149 0
747 158 3
748 150 0
749 115 2
750 151 0
751 161 3
752 88 5
753 262 4
754 260 3
755 260 7
756 262 2
757 265 6
758 89 3
759 152 0
760 153 0
761 154 0
762 155 0
763 156 0
764 87 1
765 69 1
766 157 0
767 266 7
768 158 0
769 159 0
770 271 6
771 160 0
772 263 5
773 116 1
774 161 0
775 72 4
776 272 7
777 162 0
778 263 3
779 265 2
780 267 4
781 266 3
782 163 0
783 164 0
784 268 2
785 165 0
786 73 6
787 166 0
788 277 6
789 57 0
790 167 0
791 168 0
792 169 0
793 170 0
794 115 1
795 171 0
796 268 5
797 114 1
798 172 0
799 173 0
800 174 0
801 175 0
802 176 0
803 278 7
804 177 0
805 269 3
