// The next line is the dfg name
random4_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 2 2 3
DIV 3 3 5
SQRT 4 4 6
actual latency 383
0 1 3
1 6 9
2 102 2
3 34 1
4 12 0
5 84 8
6 14 4
7 16 0
8 13 1
9 151 1
10 64 4
11 28 5
12 13 6
13 14 0
14 16 7
15 69 2
16 34 4
17 153 2
18 154 1
19 168 5
20 68 0
21 18 5
22 69 0
23 21 2
24 48 5
25 52 1
26 15 0
27 53 5
28 54 4
29 58 7
30 108 5
31 24 9
32 156 2
33 38 5
34 70 0
35 23 0
36 157 1
37 169 4
38 58 5
39 151 6
40 144 9
41 105 2
42 46 0
43 58 0
44 150 9
45 138 8
46 159 2
47 71 0
48 79 0
49 48 8
50 48 9
51 172 3
52 154 7
53 91 1
54 61 1
55 160 1
56 162 2
57 156 8
58 57 0
59 109 6
60 156 9
61 173 5
62 90 0
63 60 2
64 19 4
65 132 8
66 70 1
67 163 1
68 157 6
69 133 5
70 114 9
71 165 2
72 174 4
73 160 7
74 177 3
75 166 1
76 52 7
77 162 8
78 31 1
79 178 5
80 179 4
81 80 0
82 162 9
83 81 0
84 85 6
85 64 7
86 168 2
87 163 6
88 84 0
89 50 0
90 85 0
91 86 0
92 182 3
93 33 5
94 169 1
95 171 2
96 24 8
97 54 2
98 172 1
99 174 2
100 183 5
101 45 0
102 175 1
103 44 0
104 128 5
105 184 4
106 166 7
107 24 0
108 36 2
109 138 0
110 126 8
111 76 7
112 187 3
113 79 4
114 123 5
115 43 0
116 36 9
117 168 8
118 177 2
119 52 0
120 58 1
121 168 9
122 106 7
123 169 6
124 39 0
125 188 5
126 178 1
127 39 2
128 189 4
129 180 2
130 38 0
131 88 0
132 30 9
133 172 7
134 192 3
135 181 1
136 193 5
137 183 2
138 89 0
139 91 0
140 92 0
141 127 6
142 43 6
143 194 4
144 93 0
145 94 0
146 174 8
147 95 0
148 184 1
149 174 9
150 92 3
151 106 1
152 100 7
153 96 0
154 97 0
155 175 6
156 197 3
157 98 0
158 99 0
159 55 1
160 186 2
161 187 1
162 25 6
163 101 0
164 73 1
165 198 5
166 75 2
167 97 6
168 189 2
169 199 4
170 190 1
171 202 3
172 128 0
173 192 2
174 129 0
175 102 0
176 96 9
177 178 7
178 103 0
179 68 5
180 193 1
181 180 8
182 203 5
183 76 0
184 82 0
185 180 9
186 204 4
187 62 0
188 66 0
189 104 0
190 59 0
191 108 2
192 207 3
193 181 6
194 105 0
195 195 2
196 208 5
197 51 2
198 106 0
199 196 1
200 107 0
201 198 2
202 209 4
203 108 0
204 212 3
205 199 1
206 201 2
207 109 0
208 184 7
209 186 8
210 186 9
211 110 0
212 75 0
213 202 1
214 204 2
215 205 1
216 133 0
217 207 2
218 213 5
219 111 0
220 208 1
221 210 2
222 214 4
223 96 2
224 94 1
225 217 3
226 218 5
227 219 4
228 187 6
229 94 4
230 112 0
231 190 7
232 99 4
233 211 1
234 113 0
235 222 3
236 223 5
237 114 0
238 224 4
239 227 3
240 94 7
241 115 0
242 192 8
243 228 5
244 116 0
245 117 0
246 213 2
247 192 9
248 118 0
249 119 0
250 77 0
251 120 0
252 81 2
253 214 1
254 121 0
255 229 4
256 40 7
257 67 6
258 232 3
259 122 0
260 193 6
261 233 5
262 216 2
263 196 7
264 123 0
265 234 4
266 124 0
267 217 1
268 93 2
269 237 3
270 198 8
271 219 2
272 220 1
273 198 9
274 199 6
275 125 0
276 144 0
277 202 7
278 222 2
279 223 1
280 238 5
281 61 0
282 204 8
283 204 9
284 126 0
285 239 4
286 242 3
287 225 2
288 226 1
289 228 2
290 243 5
291 244 4
292 127 0
293 247 3
294 248 5
295 229 1
296 231 2
297 232 1
298 249 4
299 205 6
300 234 2
301 252 3
302 130 0
303 131 0
304 208 7
305 132 0
306 1 1
307 4 1
308 4 4
309 4 7
310 5 0
311 4 0
312 5 2
313 10 7
314 5 8
315 8 5
316 16 1
317 253 5
318 124 7
319 18 2
320 30 2
321 102 3
322 90 8
323 11 0
324 21 0
325 12 2
326 254 4
327 12 8
328 33 2
329 40 1
330 24 4
331 210 8
332 121 6
333 210 9
334 134 0
335 103 5
336 18 0
337 41 0
338 24 2
339 235 1
340 257 3
341 30 8
342 104 4
343 34 7
344 65 0
345 120 9
346 109 1
347 211 6
348 214 7
349 57 3
350 19 1
351 135 0
352 90 9
353 91 6
354 35 0
355 22 3
356 9 4
357 258 5
358 237 2
359 238 1
360 55 6
361 27 0
362 136 0
363 259 4
364 19 6
365 216 8
366 216 9
367 66 9
368 98 5
369 29 4
370 217 6
371 28 0
372 240 2
373 262 3
374 241 1
375 263 5
376 33 0
377 54 8
378 243 2
379 244 1
380 96 8
381 246 2
382 137 0
383 124 4
384 138 5
385 220 7
386 39 4
387 72 9
388 29 0
389 31 6
390 264 4
391 30 0
392 150 2
393 222 8
394 102 8
395 267 3
396 222 9
397 137 3
398 102 9
399 40 0
400 130 7
401 142 0
402 42 8
403 147 2
404 34 0
405 140 0
406 268 5
407 93 5
408 144 2
409 82 7
410 269 4
411 223 6
412 37 3
413 122 3
414 141 0
415 79 1
416 139 4
417 272 3
418 226 7
419 273 5
420 228 8
421 42 9
422 78 2
423 42 2
424 142 3
425 141 2
426 46 7
427 228 9
428 167 3
429 163 5
430 120 8
