DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.122125,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.169833,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,46,12,FAIL,4,0.479166,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,1.64775,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,56,17,FAIL,4,2.15533,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,1.25362,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,74,35,FAIL,5,7.12083,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,95,56,FAIL,9,29.3208,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,96,35,FAIL,6,28.8936,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,101,38,FAIL,6,36.236,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,178,93,FAIL,8,114.545,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,150,65,FAIL,13,195.232,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,97,16,FAIL,4,8.69621,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,80,35,FAIL,5,7.47721,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,179,82,FAIL,4,139.704,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,102,26,FAIL,6,79.2867,CHECKER_PASS
random1_4type_uniform,91,165,74,FAIL,25,932.661,CHECKER_PASS
random2_4type_uniform,85,169,84,FAIL,27,430.082,CHECKER_PASS
random3_4type_uniform,109,217,108,FAIL,25,965.829,CHECKER_PASS
random4_4type_uniform,81,98,17,FAIL,45,325.078,CHECKER_PASS
random5_4type_uniform,88,114,26,FAIL,52,620.313,CHECKER_PASS
random6_4type_uniform,91,111,20,FAIL,75,994.145,CHECKER_PASS
random7_4type_uniform,99,126,27,FAIL,75,1879.93,CHECKER_PASS
