// The next line is the dfg name
matmul_dfg__3_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 175
0 51 2
1 56 0
2 61 2
3 103 3
4 10 0
5 31 3
6 41 2
7 46 0
8 13 3
9 19 0
10 40 1
11 46 2
12 11 0
13 43 1
14 145 3
15 151 1
16 16 1
17 21 2
18 26 2
19 109 2
20 1 0
21 2 0
22 4 0
23 49 3
24 114 0
25 7 1
26 19 1
27 25 1
28 55 3
29 115 3
30 6 2
31 13 1
32 19 3
33 155 2
34 160 0
35 1 2
36 7 3
37 13 0
38 161 0
39 37 1
40 43 3
41 50 1
42 110 0
43 28 1
44 31 1
45 34 0
46 56 1
47 121 3
48 9 0
49 56 2
50 61 3
51 67 0
52 127 2
53 5 0
54 6 0
55 36 2
56 154 0
57 160 3
58 31 2
59 37 3
60 43 0
61 166 1
62 127 3
63 133 3
64 139 3
65 145 2
66 67 3
67 76 2
68 81 0
69 86 2
70 150 2
71 22 1
72 25 0
73 34 1
74 53 1
75 160 1
76 109 3
77 115 1
78 118 1
79 154 3
80 165 2
81 66 2
82 71 2
83 96 2
84 170 3
85 11 2
86 16 2
87 25 3
88 109 0
89 1 3
90 7 0
91 10 1
92 47 1
93 110 1
94 73 3
95 81 2
96 91 3
97 97 3
98 113 0
99 79 3
100 85 3
101 91 2
102 154 1
103 157 1
104 3 0
105 4 1
106 8 0
107 160 2
108 1 1
