// The next line is the dfg name
random3_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 3 3 1
MUL 3 3 3
DIV 3 3 5
SQRT 3 3 6
actual latency 165
0 1 9
1 8 3
2 11 3
3 14 3
4 14 0
5 14 1
6 17 3
7 17 4
8 20 0
9 20 2
10 22 6
11 21 11
12 21 1
13 25 8
14 22 0
15 27 1
16 65 1
17 29 3
18 63 11
19 65 2
20 27 2
21 27 11
22 27 0
23 30 2
24 32 0
25 28 2
26 28 0
27 29 7
28 62 10
29 29 0
30 64 0
31 33 1
32 61 0
33 61 1
34 62 6
35 32 4
36 32 3
37 30 1
38 31 0
39 34 1
40 59 1
41 34 0
42 35 3
43 33 0
44 28 1
45 154 1
46 155 3
47 38 0
48 37 9
49 57 1
50 57 2
51 35 8
52 158 0
53 59 7
54 59 2
55 61 2
56 65 4
57 35 4
58 34 2
59 58 0
60 34 7
61 38 10
62 38 4
63 35 1
64 35 5
65 35 0
66 57 6
67 39 1
68 55 2
69 41 5
70 39 11
71 59 5
72 39 0
73 56 0
74 39 7
75 39 2
76 56 1
77 41 1
78 56 2
79 21 2
80 29 2
81 45 0
82 53 3
83 45 8
84 45 1
85 55 8
86 38 3
87 36 0
88 36 1
89 56 4
90 23 2
91 78 2
92 40 1
93 53 0
94 43 9
95 60 2
96 65 5
97 43 1
98 40 2
99 43 2
100 53 1
101 40 8
102 41 4
103 53 2
104 40 0
105 54 0
106 38 1
107 38 5
108 38 2
109 57 0
110 41 0
111 42 0
112 42 1
113 84 2
114 49 9
115 46 1
116 47 3
117 49 7
118 50 10
119 46 0
120 50 8
121 47 5
122 44 10
123 41 3
124 54 1
125 59 3
126 54 2
127 55 0
128 55 1
129 59 4
130 44 4
131 44 7
132 44 5
133 44 1
134 44 2
135 46 2
136 52 1
137 52 2
138 44 0
139 47 4
140 108 1
141 50 0
142 50 1
143 50 2
144 51 0
145 49 0
146 47 0
147 47 1
148 47 2
149 48 0
150 52 6
151 48 1
152 48 2
153 49 1
154 54 7
155 47 6
156 37 6
157 42 6
158 44 3
159 52 0
160 59 0
161 41 2
162 56 5
163 42 2
164 43 0
165 32 10
166 64 7
167 62 0
168 65 8
169 62 1
170 62 2
171 33 11
172 63 0
173 29 4
174 50 4
175 45 2
176 35 2
177 62 3
178 45 11
179 62 4
180 36 2
181 37 0
182 62 5
183 56 10
184 37 1
185 49 2
186 51 11
187 53 4
188 53 5
189 55 9
190 51 1
191 51 2
192 56 3
193 50 3
194 60 0
195 60 1
196 68 3
197 50 5
198 1 3
199 4 1
200 4 0
201 4 7
202 152 2
203 156 1
204 88 0
205 4 2
206 144 1
207 157 1
208 5 8
209 5 2
210 8 1
211 5 0
212 8 2
213 5 5
214 7 2
215 10 2
216 110 5
217 152 4
218 5 4
219 151 1
220 147 11
221 7 1
222 137 6
223 139 7
224 146 3
225 12 0
226 9 2
227 88 2
228 140 1
229 95 3
230 147 2
231 102 0
232 157 6
233 153 11
234 5 1
235 157 9
236 151 2
237 162 0
238 103 0
239 138 1
240 98 0
241 13 1
242 88 1
243 10 8
244 149 2
245 152 6
246 150 0
247 154 7
248 149 5
249 6 0
250 159 0
251 6 2
252 9 11
253 8 10
254 132 6
255 145 8
256 13 9
257 144 2
258 163 0
259 121 9
260 141 11
261 150 1
262 153 2
263 145 9
264 6 1
265 146 10
266 152 3
267 150 2
268 152 0
269 137 3
270 94 0
271 148 0
272 148 1
273 7 0
274 9 1
275 152 10
276 119 5
277 127 0
278 127 1
279 127 2
280 130 0
281 147 6
282 12 2
283 11 2
284 149 3
285 148 2
286 139 9
287 156 0
288 117 11
289 117 6
290 99 1
291 131 1
292 131 2
293 132 0
294 132 1
295 132 2
296 125 4
297 151 0
298 7 9
299 141 1
300 89 5
301 127 9
302 134 5
303 146 4
304 12 1
305 89 2
306 149 4
307 149 7
308 149 0
309 140 10
310 149 1
311 110 10
312 123 0
313 124 7
314 123 1
315 123 2
316 133 0
317 133 1
318 133 2
319 134 0
320 125 5
321 134 1
322 119 7
323 134 2
324 13 0
325 145 0
326 140 8
327 145 1
328 142 6
329 145 2
330 146 0
331 163 1
332 93 1
333 84 1
334 113 5
335 128 10
336 116 3
337 17 6
338 115 1
339 100 8
340 15 11
341 123 11
342 115 2
343 128 0
344 128 3
345 102 6
346 116 4
347 116 2
348 117 0
349 104 7
350 117 1
351 117 2
352 15 8
353 118 0
354 146 1
355 146 2
356 133 9
357 135 1
358 128 4
359 135 2
360 155 4
361 121 0
362 121 1
363 107 6
364 15 2
365 121 2
366 122 4
367 122 0
368 159 4
369 97 6
370 115 9
371 158 3
372 146 5
373 134 10
374 144 7
375 155 8
376 129 7
377 128 1
378 128 2
379 129 1
380 130 8
381 129 2
382 134 7
383 135 8
384 141 2
385 137 4
386 137 5
387 129 11
388 140 4
389 162 3
390 140 5
391 142 0
392 142 1
393 142 2
394 129 0
395 135 0
396 160 0
397 120 8
398 128 5
399 131 3
400 136 0
401 122 6
402 131 4
403 136 1
404 1 1
405 2 0
406 2 6
407 2 10
408 2 5
409 8 5
410 135 11
411 7 6
412 3 11
413 14 5
414 102 1
415 137 2
416 147 0
417 9 7
418 147 1
419 13 2
420 102 2
421 143 3
422 14 2
423 83 2
424 72 1
425 122 5
426 77 1
427 122 1
428 18 2
429 109 7
430 111 11
431 108 2
432 15 0
433 109 1
434 109 2
435 83 1
436 113 3
437 3 0
438 15 1
439 16 0
440 116 0
441 77 2
442 85 1
443 122 3
444 118 1
445 105 11
446 116 5
447 17 1
448 150 8
449 18 0
450 89 1
451 94 2
452 95 2
453 92 5
454 96 0
455 96 1
456 19 7
457 143 0
458 103 1
459 20 3
460 92 4
461 90 1
462 104 4
463 112 2
464 113 0
465 16 1
466 16 2
467 113 1
468 113 2
469 114 0
470 114 1
471 143 4
472 137 1
473 143 1
474 87 2
475 140 2
476 154 2
477 154 0
478 19 2
479 75 11
480 23 3
481 79 9
482 23 4
483 80 5
484 79 0
485 23 5
486 23 1
487 68 2
488 26 10
489 69 0
490 68 10
491 26 1
492 67 6
493 74 3
494 92 10
495 78 0
496 143 2
497 134 3
498 134 4
499 138 2
500 127 6
501 130 1
502 139 2
503 103 2
504 98 5
505 19 9
506 104 1
507 98 10
508 101 3
509 104 2
510 66 0
511 29 5
512 66 1
513 105 8
514 155 2
515 141 0
516 80 10
517 84 7
518 25 0
519 79 1
520 85 8
521 79 2
522 83 3
523 25 1
524 80 0
525 138 0
526 115 8
527 86 4
528 75 8
529 72 2
530 26 2
531 73 1
532 77 6
533 73 2
534 26 3
535 74 4
536 71 5
537 79 7
538 74 5
539 72 0
540 77 3
541 74 1
542 73 9
543 74 2
544 75 0
545 75 1
546 143 5
547 32 1
548 118 2
549 119 0
550 119 1
551 119 3
552 109 9
553 119 2
554 119 4
555 120 0
556 120 1
557 89 0
558 125 0
559 26 4
560 69 1
561 26 5
562 68 4
563 69 7
564 68 5
565 26 0
566 69 2
567 73 0
568 66 2
569 67 0
570 67 1
571 27 6
572 67 9
573 67 2
574 68 0
575 74 0
576 90 8
577 90 2
578 69 11
579 93 11
580 95 0
581 70 8
582 72 6
583 70 0
584 70 1
585 71 3
586 70 2
587 71 4
588 74 7
589 71 0
590 122 2
591 155 1
592 95 4
593 68 1
594 139 0
595 139 1
596 140 3
597 91 0
598 85 9
599 91 1
600 91 2
601 92 0
602 92 1
603 92 6
604 1 0
605 2 4
606 5 3
607 94 1
608 8 0
609 159 7
610 152 1
611 144 0
612 9 0
613 11 5
614 164 0
615 11 4
616 140 0
617 10 1
618 98 2
619 104 3
620 10 0
621 107 0
622 14 4
623 86 5
624 136 2
625 17 2
626 101 4
627 17 0
628 105 0
629 105 1
630 105 2
631 106 0
632 101 5
633 8 4
634 110 4
635 99 7
636 165 1
637 92 3
638 14 7
639 130 2
640 20 5
641 92 2
642 19 0
643 85 2
644 19 1
645 20 4
646 93 0
647 20 1
648 86 0
649 86 1
650 86 2
651 89 3
652 87 0
653 108 0
654 12 6
655 125 8
656 11 1
657 122 10
658 99 2
659 156 2
660 17 5
661 131 5
662 153 1
663 21 0
664 87 6
665 153 0
666 22 2
667 22 1
668 80 1
669 80 2
670 83 4
671 81 0
672 81 1
673 80 4
674 24 7
675 104 5
676 114 2
677 80 3
678 113 4
679 107 3
680 107 4
681 78 1
682 116 1
683 131 0
684 152 5
685 11 0
686 63 2
687 64 1
688 64 2
689 29 1
690 61 9
691 65 0
692 20 10
693 109 0
694 157 0
695 155 0
696 125 3
697 124 0
698 124 1
699 124 2
700 87 1
701 106 1
702 106 2
703 99 11
704 107 1
705 103 9
706 94 7
707 85 0
708 104 10
709 83 0
710 100 0
711 100 1
712 18 1
713 97 9
714 100 2
715 95 5
716 20 8
717 101 0
718 99 0
719 110 8
720 114 7
721 110 1
722 110 2
723 111 2
724 110 3
725 112 0
726 110 0
727 111 0
728 112 6
729 111 1
730 137 0
731 89 7
732 98 3
733 101 1
734 95 8
735 95 1
736 101 2
737 107 2
738 125 1
739 14 10
740 96 2
741 30 8
742 63 1
743 32 5
744 30 0
745 31 9
746 60 8
747 31 1
748 32 6
749 31 2
750 32 2
751 33 2
752 58 1
753 58 2
754 65 3
755 57 11
756 97 0
757 86 10
758 125 2
759 116 10
760 115 0
761 126 0
762 151 9
763 126 1
764 90 0
765 126 2
766 98 4
767 120 2
768 75 2
769 23 0
770 77 4
771 76 0
772 76 1
773 77 5
774 76 2
775 80 8
776 77 0
777 82 6
778 74 10
779 84 0
780 25 9
781 24 0
782 24 1
783 24 2
784 25 2
785 71 1
786 71 2
787 93 2
788 112 1
789 104 0
790 37 2
791 81 2
792 81 11
793 82 0
794 82 1
795 82 2
796 83 5
797 86 3
798 165 0
799 89 4
800 107 5
801 97 1
802 87 11
803 97 2
804 98 1
805 91 9
