// The next line is the dfg name
write_bmp_header_dfg__7_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 2 2 6
actual latency 143
0 36 2
1 41 0
2 7 3
3 28 1
4 11 2
5 16 2
6 31 0
7 66 2
8 1 1
9 4 0
10 19 4
11 96 2
12 81 2
13 25 4
14 86 2
15 71 2
16 76 1
17 1 3
18 79 0
19 74 0
20 76 2
21 31 2
22 82 1
23 71 0
24 72 0
25 1 4
26 73 0
27 51 2
28 13 4
29 58 1
30 42 4
31 48 0
32 22 1
33 49 1
34 42 0
35 46 2
36 4 1
37 51 0
38 43 0
39 44 0
40 7 0
41 46 3
42 25 3
43 101 2
44 1 0
45 2 0
46 52 1
47 55 4
48 121 2
49 8 0
50 126 4
51 7 4
52 21 2
53 31 1
54 34 3
55 26 2
56 40 1
57 1 2
58 7 1
59 10 1
60 13 0
61 3 0
62 91 2
63 61 2
64 66 3
65 73 1
66 79 1
67 9 0
68 82 3
69 25 1
70 28 0
71 37 1
72 6 0
73 40 3
74 11 0
75 46 1
76 52 3
77 111 2
78 131 2
79 136 3
80 41 2
81 56 2
82 61 4
83 67 1
84 19 3
85 70 1
86 55 1
87 58 3
88 116 2
89 121 3
90 10 0
91 127 3
92 13 3
93 19 1
94 6 2
95 13 1
96 5 0
97 43 1
98 48 4
99 16 1
100 19 0
101 34 1
102 106 2
103 126 2
104 132 4
105 138 4
