// The next line is the dfg name
invert_matrix_general_dfg__3_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 2 2 5
SQRT 2 2 6
actual latency 252
0 141 3
1 27 0
2 28 0
3 29 0
4 146 0
5 171 3
6 25 0
7 187 5
8 193 3
9 220 1
10 241 1
11 100 1
12 145 5
13 181 4
14 205 5
15 247 4
16 142 1
17 193 4
18 199 0
19 200 3
20 205 2
21 55 4
22 71 2
23 101 2
24 107 0
25 67 5
26 82 1
27 85 0
28 127 4
29 136 2
30 157 4
31 163 0
32 164 0
33 166 0
34 181 1
35 184 2
36 189 0
37 146 3
38 223 4
39 229 2
40 31 3
41 51 3
42 109 5
43 116 2
44 36 3
45 61 2
46 86 2
47 111 3
48 166 1
49 91 1
50 101 3
51 108 0
52 126 3
53 184 1
54 223 5
55 199 1
56 202 0
57 229 3
58 37 5
59 61 1
60 91 5
61 106 2
62 64 1
63 79 1
64 86 3
65 127 1
66 169 5
67 85 1
68 96 3
69 121 3
70 169 1
71 190 1
72 196 1
73 235 5
74 205 4
75 241 4
76 247 0
77 91 2
78 96 0
79 97 0
80 98 0
81 31 4
82 73 4
83 94 1
84 127 5
85 148 1
86 97 1
87 112 1
88 130 1
89 151 1
90 156 2
91 161 3
92 26 0
93 211 4
94 247 5
95 5 0
96 25 1
97 46 2
98 31 5
99 46 1
100 50 0
101 71 3
102 6 3
103 40 1
104 43 0
105 19 5
106 43 4
107 49 0
108 85 4
109 133 4
110 1 4
111 7 4
112 13 1
113 1 5
114 11 2
115 16 0
116 25 5
117 1 0
118 6 2
119 11 0
120 4 1
121 10 1
122 16 1
123 19 0
124 55 5
125 1 1
126 19 4
127 26 2
128 2 0
129 3 0
130 37 4
131 52 1
132 7 5
133 16 2
134 26 3
135 6 0
136 8 0
137 31 1
138 55 1
139 58 0
140 13 4
141 21 2
142 28 1
143 7 0
144 9 0
145 13 0
146 61 4
147 13 5
148 21 3
149 49 4
150 7 1
151 25 4
152 49 5
153 55 0
154 97 5
155 34 1
156 37 0
157 56 2
158 15 0
159 18 0
160 76 1
161 115 4
162 21 0
163 103 1
164 106 0
165 16 3
166 51 2
167 109 4
168 115 0
169 121 0
170 10 0
171 37 1
172 58 1
173 4 0
174 22 1
175 41 3
176 66 3
177 11 3
178 43 1
179 70 1
180 12 0
181 41 2
182 73 1
183 88 1
184 91 0
185 36 2
186 79 4
187 121 5
188 131 2
189 56 3
190 115 5
191 133 1
192 154 1
193 172 1
194 124 1
195 131 3
196 136 0
197 137 0
198 193 1
199 196 2
200 211 5
201 217 0
202 218 2
203 79 5
204 106 1
205 118 1
206 163 5
207 109 1
208 121 1
209 136 1
210 163 1
211 169 0
212 115 1
213 118 0
214 169 4
215 175 0
216 176 2
217 184 0
218 185 3
219 205 1
220 223 1
221 244 1
222 17 0
223 61 3
224 91 3
225 116 3
226 43 5
227 66 2
228 96 2
229 121 2
230 146 2
231 76 2
232 81 0
233 151 4
234 181 5
235 189 2
236 241 5
237 166 3
238 171 0
239 248 0
240 1 3
241 31 2
242 67 1
243 103 4
244 1 2
245 19 1
246 61 5
247 103 5
248 151 5
249 20 0
250 76 3
251 133 5
252 139 0
253 187 4
254 217 4
255 226 1
256 151 3
257 235 4
258 247 1
259 81 3
260 86 0
261 157 5
262 193 5
263 85 5
264 139 4
265 157 1
266 161 2
267 200 0
268 145 1
269 148 0
270 149 0
271 151 2
272 202 1
273 211 1
274 229 1
275 30 0
276 171 2
277 232 0
278 126 2
279 131 0
280 187 1
281 190 0
282 139 1
283 142 0
284 199 4
285 205 0
286 208 1
287 24 0
288 141 2
289 156 3
290 161 0
291 214 1
292 232 1
293 217 1
294 235 1
295 238 0
296 14 0
297 67 4
298 91 4
299 106 3
300 49 1
301 52 0
302 81 2
303 139 5
304 175 4
305 73 5
306 121 4
307 163 4
308 175 1
309 181 0
310 217 5
311 223 2
312 166 2
313 238 1
314 241 0
315 22 0
316 23 0
317 136 3
318 141 0
319 46 3
320 97 4
321 111 2
322 175 5
323 182 0
324 145 4
325 160 1
326 165 0
327 178 1
328 183 0
329 229 4
330 199 5
331 229 5
332 235 2
