// The next line is the dfg name
smooth_color_z_triangle_dfg__31_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 122
0 93 0
1 27 0
2 24 0
3 19 0
4 22 1
5 28 0
6 29 0
7 41 2
8 55 3
9 34 1
10 20 0
11 36 2
12 47 0
13 61 1
14 64 0
15 65 0
16 66 0
17 3 0
18 2 0
19 1 3
20 7 0
21 8 0
22 9 0
23 25 3
24 19 3
25 7 3
26 4 0
27 5 0
28 16 2
29 25 0
30 26 0
31 37 3
32 79 3
33 31 0
34 46 2
35 109 3
36 53 0
37 54 0
38 91 2
39 115 1
40 118 0
41 119 0
42 66 2
43 101 2
44 107 0
45 85 0
46 89 0
47 94 1
48 108 0
49 114 0
50 36 0
51 33 0
52 19 1
53 34 0
54 40 0
55 43 1
56 46 1
57 49 0
58 48 0
59 7 1
60 61 3
61 67 1
62 70 0
63 71 0
64 76 2
65 82 1
66 31 2
67 31 1
68 28 1
69 35 0
70 41 0
71 43 0
72 51 2
73 42 0
74 17 0
75 15 0
76 16 0
77 49 3
78 56 2
79 61 0
80 64 1
81 68 0
82 76 0
83 79 1
84 88 1
85 49 1
86 57 0
87 106 2
88 111 0
89 112 0
90 116 0
91 71 2
92 76 1
93 92 0
94 96 2
95 101 0
96 102 0
97 113 0
98 117 0
99 69 0
100 55 0
101 61 2
102 67 0
103 70 1
104 74 0
105 77 0
106 58 1
107 62 0
108 60 0
109 63 0
110 72 0
111 75 0
112 78 0
113 80 0
114 82 0
115 56 0
116 51 0
117 50 0
118 52 0
119 55 1
120 58 0
121 73 1
122 16 1
123 14 0
124 12 0
125 13 1
126 43 3
127 85 3
128 91 1
129 94 0
130 100 1
131 83 0
132 87 0
133 90 0
134 84 0
135 88 0
136 103 0
137 104 0
138 106 1
139 120 0
140 81 0
141 85 1
142 105 0
143 91 3
144 97 1
145 103 1
146 106 0
147 109 1
148 4 1
149 6 0
150 1 1
151 10 0
152 11 0
153 26 2
154 73 3
155 18 0
156 1 2
157 1 0
158 13 3
159 21 2
160 67 3
161 73 0
162 79 0
163 81 2
164 11 2
165 22 0
166 6 2
167 21 0
168 23 0
169 25 1
170 32 0
171 30 0
172 10 1
173 13 0
174 31 3
175 37 0
176 38 0
177 39 0
178 40 1
179 45 0
180 37 1
181 86 2
182 91 0
183 103 3
184 109 0
185 110 0
186 112 1
187 115 0
188 121 0
189 44 0
190 46 0
191 97 3
192 52 1
193 59 0
194 86 0
195 111 2
196 122 0
