// The next line is the dfg name
matmul_dfg__3_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 168
0 1 2
1 6 0
2 11 2
3 31 3
4 1 0
5 13 3
6 21 2
7 26 0
8 55 3
9 61 0
10 62 1
11 66 2
12 2 0
13 4 1
14 61 3
15 69 1
16 13 1
17 41 2
18 76 2
19 106 2
20 4 0
21 5 0
22 7 0
23 115 3
24 121 0
25 16 1
26 22 1
27 31 1
28 121 3
29 151 3
30 61 2
31 66 1
32 133 3
33 142 2
34 157 0
35 111 2
36 157 3
37 163 0
38 164 0
39 1 1
40 43 3
41 49 1
42 52 0
43 7 1
44 10 1
45 13 0
46 28 1
47 85 3
48 3 0
49 6 2
50 73 3
51 79 0
52 96 2
53 8 0
54 9 0
55 86 2
56 91 0
57 145 3
58 91 2
59 139 3
60 145 0
61 151 1
62 1 3
63 7 3
64 37 3
65 46 2
66 19 3
67 26 2
68 31 0
69 36 2
70 71 2
71 19 1
72 22 0
73 25 1
74 72 1
75 76 1
76 49 3
77 55 1
78 58 1
79 103 3
80 116 2
81 51 2
82 81 2
83 121 2
84 163 3
85 16 2
86 56 2
87 109 3
88 115 0
89 97 3
90 103 0
91 104 1
92 107 1
93 116 1
94 25 3
95 31 2
96 79 3
97 127 3
98 133 0
99 67 3
100 91 3
101 101 2
102 110 1
103 134 1
104 10 0
105 34 1
106 37 0
107 137 2
108 37 1
