// The next line is the dfg name
invert_matrix_general_dfg__3_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 204
0 133 1
1 125 0
2 126 0
3 127 0
4 143 0
5 144 0
6 76 0
7 146 2
8 151 1
9 155 0
10 156 0
11 62 0
12 88 1
13 126 2
14 151 3
15 157 1
16 77 0
17 161 2
18 166 0
19 169 1
20 174 0
21 115 1
22 118 0
23 127 1
24 130 0
25 139 3
26 145 0
27 146 0
28 151 2
29 160 1
30 175 3
31 183 0
32 184 0
33 185 0
34 186 0
35 188 0
36 189 0
37 130 1
38 181 2
39 190 0
40 60 0
41 85 1
42 145 3
43 152 0
44 67 1
45 70 1
46 73 1
47 76 1
48 153 0
49 89 0
50 90 0
51 92 0
52 93 0
53 154 0
54 156 2
55 129 0
56 131 0
57 163 1
58 36 2
59 41 0
60 49 3
61 55 1
62 66 0
63 68 0
64 69 0
65 70 0
66 71 2
67 102 0
68 105 0
69 112 0
70 113 0
71 114 0
72 115 0
73 136 2
74 171 2
75 181 3
76 187 0
77 103 1
78 106 0
79 107 0
80 108 0
81 73 3
82 79 3
83 85 0
84 86 2
85 109 0
86 78 0
87 79 0
88 80 0
89 81 0
90 112 1
91 139 1
92 95 0
93 187 3
94 193 2
95 27 0
96 28 0
97 34 1
98 46 2
99 51 0
100 52 0
101 58 1
102 7 1
103 15 0
104 17 0
105 6 2
106 11 2
107 16 0
108 25 3
109 67 3
110 1 3
111 7 3
112 13 0
113 1 2
114 6 0
115 7 0
116 19 3
117 2 0
118 4 1
119 8 0
120 5 0
121 9 0
122 10 0
123 11 0
124 26 2
125 1 0
126 16 2
127 22 1
128 3 0
129 4 0
130 43 3
131 49 0
132 13 3
133 19 1
134 22 0
135 31 0
136 32 0
137 33 0
138 34 0
139 50 0
140 31 2
141 37 1
142 40 0
143 35 0
144 36 0
145 37 0
146 41 2
147 21 2
148 28 1
149 37 3
150 14 0
151 16 1
152 85 3
153 91 0
154 94 1
155 53 0
156 54 0
157 55 0
158 56 0
159 57 0
160 58 0
161 103 3
162 67 0
163 73 0
164 74 0
165 38 0
166 46 1
167 61 2
168 75 0
169 110 0
170 20 0
171 23 0
172 24 0
173 21 0
174 25 0
175 26 0
176 31 1
177 44 0
178 45 0
179 46 0
180 29 0
181 40 1
182 43 0
183 47 0
184 48 0
185 59 0
186 109 3
187 115 3
188 121 1
189 118 1
190 131 2
191 138 0
192 140 0
193 141 0
194 100 0
195 166 1
196 169 0
197 170 0
198 172 0
199 173 0
200 193 3
201 201 0
202 202 1
203 66 2
204 71 0
205 72 0
206 111 2
207 119 0
208 121 0
209 122 0
210 123 0
211 124 0
212 98 0
213 99 0
214 172 1
215 175 0
216 176 0
217 177 0
218 178 1
219 133 0
220 158 0
221 182 0
222 65 0
223 91 1
224 100 1
225 104 0
226 25 1
227 49 1
228 52 1
229 61 1
230 106 1
231 79 1
232 82 0
233 96 2
234 101 2
235 109 1
236 136 1
237 132 0
238 135 0
239 139 0
240 10 1
241 18 0
242 19 0
243 55 3
244 1 1
245 12 0
246 13 1
247 31 3
248 61 3
249 63 0
250 64 0
251 81 2
252 86 0
253 91 2
254 97 1
255 136 0
256 101 0
257 186 2
258 191 0
259 82 1
260 87 0
261 121 2
262 127 3
263 121 3
264 133 3
265 142 0
266 145 1
267 148 0
268 116 0
269 117 0
270 120 0
271 124 1
272 149 0
273 150 0
274 151 0
275 128 0
276 190 1
277 193 0
278 175 1
279 194 0
280 195 0
281 196 0
282 83 0
283 84 0
284 176 2
285 192 0
286 197 0
287 96 0
288 148 1
289 154 1
290 157 0
291 198 0
292 199 0
293 134 0
294 159 0
295 200 0
296 30 0
297 51 2
298 56 2
299 97 0
300 39 0
301 42 0
302 43 1
303 91 3
304 106 2
305 64 1
306 76 2
307 97 3
308 103 0
309 111 0
310 116 2
311 137 0
312 181 1
313 202 0
314 203 0
315 88 0
316 94 0
317 142 1
318 147 0
319 61 0
320 157 3
321 163 0
322 166 2
323 171 0
324 169 3
325 178 0
326 179 0
327 180 0
328 181 0
329 184 1
330 141 2
331 163 3
332 187 1
