// The next line is the dfg name
feedback_points_dfg__7_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 85
0 1 2
1 1 1
2 1 0
3 4 0
4 7 3
5 43 3
6 53 2
7 2 0
8 11 2
9 1 3
10 16 1
11 21 2
12 67 3
13 73 1
14 6 0
15 7 0
16 76 0
17 3 0
18 13 3
19 7 1
20 19 1
21 22 0
22 73 3
23 79 1
24 26 2
25 31 2
26 82 0
27 25 3
28 6 2
29 4 1
30 31 3
31 55 3
32 63 2
33 68 0
34 13 1
35 79 3
36 85 0
37 5 0
38 16 2
39 19 3
40 25 1
41 28 1
42 31 1
43 10 1
44 61 3
45 68 2
46 37 3
47 43 2
48 48 2
49 49 3
50 58 2
51 63 1
52 66 0
