// The next line is the dfg name
smooth_color_z_triangle_dfg__31_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 300
0 191 2
1 3 0
2 10 1
3 4 1
4 11 2
5 19 1
6 28 1
7 97 3
8 43 3
9 6 2
10 7 1
11 25 3
12 31 1
13 66 2
14 73 1
15 104 1
16 107 1
17 2 0
18 1 0
19 7 3
20 13 1
21 16 0
22 17 0
23 49 3
24 13 3
25 1 3
26 1 1
27 4 0
28 19 3
29 26 2
30 41 2
31 103 3
32 145 3
33 86 2
34 151 3
35 187 3
36 13 0
37 14 0
38 193 3
39 253 3
40 259 2
41 289 3
42 211 3
43 265 3
44 271 1
45 21 0
46 79 1
47 186 2
48 274 1
49 277 1
50 43 1
51 51 2
52 31 2
53 37 1
54 56 0
55 101 2
56 116 2
57 12 0
58 46 1
59 36 2
60 91 3
61 111 2
62 116 0
63 117 0
64 199 3
65 205 2
66 127 3
67 91 2
68 56 2
69 96 2
70 101 1
71 133 0
72 169 3
73 10 0
74 34 1
75 22 1
76 40 1
77 109 3
78 157 3
79 163 1
80 176 2
81 182 0
82 18 0
83 161 2
84 210 2
85 151 2
86 156 0
87 271 3
88 277 0
89 280 1
90 283 1
91 229 3
92 235 2
93 240 1
94 235 3
95 241 2
96 246 1
97 249 1
98 252 0
99 58 1
100 11 0
101 121 3
102 127 0
103 131 2
104 136 1
105 139 1
106 141 2
107 64 1
108 61 1
109 64 0
110 67 0
111 146 0
112 147 0
113 148 0
114 149 0
115 9 0
116 7 0
117 16 1
118 25 1
119 76 2
120 82 1
121 121 2
122 55 3
123 16 2
124 1 2
125 31 3
126 61 3
127 115 3
128 126 2
129 131 1
130 146 2
131 67 1
132 156 2
133 161 0
134 19 0
135 20 0
136 151 1
137 171 2
138 283 3
139 289 0
140 70 1
141 166 2
142 181 2
143 205 3
144 215 2
145 220 2
146 225 0
147 295 3
148 81 2
149 8 0
150 46 2
151 52 1
152 55 0
153 139 3
154 175 3
155 55 1
156 73 3
157 21 2
158 79 3
159 133 3
160 163 3
161 169 0
162 181 0
163 241 3
164 67 3
165 5 0
166 37 3
167 43 0
168 61 2
169 106 2
170 111 1
171 49 1
172 71 2
173 6 0
174 85 3
175 91 1
176 94 1
177 97 0
178 136 2
179 142 1
180 181 3
181 247 3
182 253 0
183 223 3
184 229 0
185 230 0
186 254 2
187 259 0
188 264 2
189 15 0
190 76 1
191 259 3
192 217 3
193 223 1
194 247 0
195 277 3
196 283 2
