// The next line is the dfg name
smooth_color_z_triangle_dfg__31_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 127
0 73 0
1 33 0
2 26 0
3 20 0
4 22 1
5 27 0
6 35 0
7 36 2
8 85 3
9 40 1
10 21 0
11 31 2
12 43 0
13 101 1
14 104 0
15 105 0
16 106 0
17 5 0
18 4 0
19 1 3
20 7 0
21 8 0
22 9 0
23 13 3
24 25 3
25 7 3
26 2 0
27 3 0
28 16 2
29 31 0
30 32 0
31 37 3
32 43 3
33 37 0
34 56 2
35 109 3
36 58 0
37 59 0
38 61 2
39 116 1
40 119 0
41 120 0
42 71 2
43 76 2
44 81 0
45 75 0
46 77 0
47 119 1
48 122 0
49 123 0
50 30 0
51 24 0
52 10 1
53 19 0
54 25 0
55 34 1
56 37 1
57 48 0
58 39 0
59 4 1
60 67 3
61 76 1
62 79 0
63 80 0
64 81 2
65 86 1
66 41 2
67 19 1
68 16 1
69 22 0
70 23 0
71 46 0
72 51 2
73 38 0
74 16 0
75 11 0
76 12 0
77 73 3
78 86 2
79 91 0
80 98 1
81 101 0
82 65 0
83 66 1
84 89 1
85 52 1
86 57 0
87 106 2
88 111 0
89 112 0
90 115 0
91 96 2
92 122 1
93 125 0
94 101 2
95 108 0
96 109 0
97 126 0
98 127 0
99 66 0
100 52 0
101 46 2
102 51 0
103 55 1
104 67 0
105 68 0
106 49 1
107 60 0
108 49 0
109 50 0
110 61 0
111 62 0
112 63 0
113 69 0
114 70 0
115 53 0
116 44 0
117 40 0
118 41 0
119 46 1
120 54 0
121 58 1
122 25 1
123 18 0
124 10 0
125 13 1
126 55 3
127 61 3
128 69 1
129 72 0
130 73 1
131 76 0
132 83 0
133 84 0
134 78 0
135 88 0
136 89 0
137 90 0
138 92 1
139 95 0
140 74 0
141 79 1
142 82 0
143 91 3
144 104 1
145 107 1
146 110 0
147 113 1
148 7 1
149 14 0
150 1 1
151 6 0
152 15 0
153 21 2
154 31 3
155 36 0
156 1 2
157 1 0
158 19 3
159 26 2
160 49 3
161 55 0
162 56 0
163 66 2
164 11 2
165 28 0
166 6 2
167 13 0
168 29 0
169 31 1
170 34 0
171 42 0
172 28 1
173 17 0
174 79 3
175 85 0
176 86 0
177 87 0
178 95 1
179 98 0
180 43 1
181 91 2
182 96 0
183 97 3
184 103 0
185 107 0
186 110 1
187 113 0
188 114 0
189 45 0
190 47 0
191 103 3
192 61 1
193 64 0
194 71 0
195 111 2
196 116 0
