DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,12,4,FAIL,3,0.062292,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.01775,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.02625,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.057333,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.062,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.073208,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,0.135875,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,66,38,FAIL,4,0.526125,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,68,34,FAIL,4,0.49,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,68,25,FAIL,4,0.457792,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,119,64,FAIL,4,1.51263,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,199,130,FAIL,4,5.1215,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,0.143917,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,35,4,FAIL,4,0.139542,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,75,8,FAIL,4,0.477084,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,81,29,FAIL,4,0.625875,CHECKER_PASS
random1_4type_invdelay,60,95,35,FAIL,16,10.5,CHECKER_PASS
random2_4type_invdelay,63,120,57,FAIL,15,13.5099,CHECKER_PASS
random3_4type_invdelay,70,124,54,FAIL,16,22.3691,CHECKER_PASS
random4_4type_invdelay,54,93,39,FAIL,27,18.6505,CHECKER_PASS
random5_4type_invdelay,67,120,53,FAIL,27,38.0113,CHECKER_PASS
random6_4type_invdelay,61,102,41,FAIL,46,50.8459,CHECKER_PASS
random7_4type_invdelay,72,123,51,FAIL,40,69.4631,CHECKER_PASS
