DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,11,3,FAIL,3,0.415209,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.128125,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.200667,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.619333,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.875583,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.952709,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,4.05063,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,66,38,FAIL,4,38.3905,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,70,36,FAIL,4,24.4691,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,71,28,FAIL,4,19.9813,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,127,72,FAIL,4,89.4305,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,204,135,FAIL,4,410.111,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,2.71508,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,40,9,FAIL,4,3.25667,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,82,15,FAIL,4,25.6301,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,82,30,FAIL,4,31.0119,CHECKER_PASS
random1_4type_invdelay,60,96,36,FAIL,16,209.059,CHECKER_PASS
random2_4type_invdelay,63,120,57,FAIL,15,259.719,CHECKER_PASS
random3_4type_invdelay,70,126,56,FAIL,16,584.859,CHECKER_PASS
random4_4type_invdelay,54,94,40,FAIL,27,301.814,CHECKER_PASS
random5_4type_invdelay,67,122,55,FAIL,27,641.633,CHECKER_PASS
random6_4type_invdelay,61,103,42,FAIL,46,788.144,CHECKER_PASS
random7_4type_invdelay,72,125,53,FAIL,40,1216.25,CHECKER_PASS
