DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,11,3,FAIL,3,0.135209,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.102625,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.200333,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.621541,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,1.85258,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.929,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,3.95621,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,66,38,FAIL,4,34.705,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,69,35,FAIL,4,26.4748,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,71,28,FAIL,4,21.6886,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,122,67,FAIL,4,93.5369,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,200,131,FAIL,4,412.253,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,2.872,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,35,4,FAIL,4,3.45171,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,74,7,FAIL,4,18.8275,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,81,29,FAIL,4,32.801,CHECKER_PASS
random1_4type_invdelay,60,184,124,FAIL,8,653.457,CHECKER_PASS
random2_4type_invdelay,63,357,294,FAIL,7,1460.93,CHECKER_PASS
random3_4type_invdelay,70,241,171,FAIL,8,1473.69,CHECKER_PASS
random4_4type_invdelay,54,186,132,FAIL,12,1051.04,CHECKER_PASS
random5_4type_invdelay,67,241,174,FAIL,12,2272.99,CHECKER_PASS
random6_4type_invdelay,61,216,155,FAIL,22,2692.03,CHECKER_PASS
random7_4type_invdelay,72,241,169,FAIL,20,3833.43,CHECKER_PASS
