DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,12,4,FAIL,3,0.120375,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.091083,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.028542,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.054792,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.07175,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.077833,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,0.139833,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,66,38,FAIL,4,1.42367,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,68,34,FAIL,4,0.873709,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,68,25,FAIL,4,0.439291,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,119,64,FAIL,4,1.74579,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,199,130,FAIL,4,8.25133,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,0.147083,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,35,4,FAIL,4,0.179875,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,75,8,FAIL,4,0.567792,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,81,29,FAIL,4,0.761041,CHECKER_PASS
random1_4type_invdelay,60,362,302,FAIL,4,53.014,CHECKER_PASS
random2_4type_invdelay,63,363,300,FAIL,4,39.382,CHECKER_PASS
random3_4type_invdelay,70,477,407,FAIL,4,83.6706,CHECKER_PASS
random4_4type_invdelay,54,536,482,FAIL,4,106.586,CHECKER_PASS
random5_4type_invdelay,67,711,644,FAIL,4,210.429,CHECKER_PASS
random6_4type_invdelay,61,1066,1005,FAIL,6,480.789,CHECKER_PASS
random7_4type_invdelay,72,1186,1114,FAIL,4,659.039,CHECKER_PASS
