// The next line is the dfg name
smooth_color_z_triangle_dfg__31_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 2 2 3
DIV 4 4 5
SQRT 4 4 6
actual latency 81
0 36 5
1 3 0
2 4 2
3 1 2
4 6 3
5 13 1
6 16 1
7 25 7
8 7 10
9 1 4
10 4 1
11 7 8
12 13 2
13 16 4
14 25 2
15 31 2
16 40 1
17 2 0
18 1 0
19 1 8
20 7 1
21 10 0
22 11 0
23 13 7
24 1 9
25 1 7
26 1 1
27 4 0
28 7 7
29 16 3
30 21 3
31 31 7
32 37 7
33 21 4
34 37 8
35 43 10
36 16 0
37 17 0
38 49 7
39 61 9
40 67 6
41 73 8
42 49 10
43 67 7
44 73 1
45 23 0
46 58 2
47 65 5
48 76 1
49 79 1
50 22 1
51 11 3
52 6 4
53 16 2
54 19 0
55 26 3
56 31 4
57 15 0
58 25 1
59 6 5
60 19 10
61 31 3
62 36 0
63 38 0
64 49 8
65 55 4
66 31 8
67 21 5
68 11 4
69 21 6
70 34 1
71 37 0
72 43 7
73 13 0
74 19 1
75 10 1
76 19 2
77 25 8
78 37 9
79 43 2
80 49 4
81 55 0
82 20 0
83 31 6
84 60 3
85 26 6
86 32 0
87 67 8
88 73 0
89 76 2
90 79 2
91 55 9
92 61 6
93 66 1
94 55 10
95 65 3
96 70 1
97 73 2
98 76 0
99 40 2
100 14 0
101 25 10
102 31 0
103 36 4
104 46 2
105 55 2
106 26 5
107 49 1
108 46 1
109 49 0
110 52 0
111 53 0
112 54 0
113 58 0
114 59 0
115 12 0
116 8 0
117 7 2
118 10 2
119 16 5
120 31 1
121 36 3
122 13 8
123 1 5
124 1 3
125 7 9
126 13 9
127 25 9
128 31 5
129 43 1
130 46 3
131 49 2
132 52 3
133 60 0
134 21 0
135 22 0
136 58 1
137 65 4
138 73 7
139 79 0
140 52 1
141 55 5
142 60 4
143 49 9
144 55 6
145 60 5
146 65 0
147 67 9
148 16 6
149 9 0
150 6 6
151 22 2
152 25 0
153 31 10
154 43 8
155 34 2
156 19 7
157 1 6
158 19 8
159 31 9
160 37 10
161 43 0
162 50 0
163 61 7
164 13 10
165 5 0
166 1 10
167 7 0
168 11 5
169 26 4
170 37 2
171 28 1
172 11 6
173 6 0
174 19 9
175 28 2
176 37 1
177 40 0
178 41 3
179 52 2
180 43 9
181 61 8
182 67 0
183 55 8
184 61 0
185 62 0
186 70 3
187 75 0
188 76 4
189 18 0
190 55 1
191 61 10
192 55 7
193 61 1
194 68 0
195 69 10
196 75 3
