// The next line is the dfg name
feedback_points_dfg__7_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 39
0 6 0
1 3 0
2 4 0
3 8 0
4 11 2
5 17 0
6 20 0
7 5 0
8 2 0
9 1 3
10 7 0
11 10 1
12 21 2
13 26 1
14 21 0
15 23 0
16 29 0
17 14 0
18 6 2
19 11 0
20 15 0
21 18 0
22 19 1
23 24 0
24 7 1
25 16 1
26 28 0
27 7 3
28 1 1
29 1 0
30 13 3
31 19 3
32 25 0
33 26 0
34 10 0
35 31 3
36 37 1
37 12 0
38 4 1
39 1 2
40 13 0
41 16 0
42 19 0
43 9 0
44 16 2
45 26 2
46 13 1
47 22 0
48 27 0
49 25 3
50 31 1
51 34 0
52 35 0
