DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.18875,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.079541,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,32,-2,PASS,4,0.202958,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,0.158417,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,51,12,FAIL,4,0.25275,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,0.275333,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,85,46,FAIL,4,0.7645,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,84,45,FAIL,6,2.23433,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,162,101,FAIL,4,6.42804,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,168,105,FAIL,4,15.9355,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,153,68,FAIL,6,17.1875,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,249,164,FAIL,7,42.3954,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,92,11,FAIL,4,0.83775,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,87,42,FAIL,4,0.695709,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,174,77,FAIL,4,3.61408,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,204,128,FAIL,4,4.96421,CHECKER_PASS
random1_4type_uniform,91,166,75,FAIL,15,89.2981,CHECKER_PASS
random2_4type_uniform,85,162,77,FAIL,15,77.3611,CHECKER_PASS
random3_4type_uniform,109,208,99,FAIL,15,135.537,CHECKER_PASS
random4_4type_uniform,81,152,71,FAIL,25,95.2861,CHECKER_PASS
random5_4type_uniform,88,158,70,FAIL,30,169.907,CHECKER_PASS
random6_4type_uniform,91,176,85,FAIL,42,304.194,CHECKER_PASS
random7_4type_uniform,99,194,95,FAIL,42,356.869,CHECKER_PASS
