DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,11,3,FAIL,3,0.132458,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.103125,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.198833,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.644708,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.970709,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,1.46121,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,5.11879,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,66,38,FAIL,4,31.1025,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,69,35,FAIL,4,27.2725,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,71,28,FAIL,4,21.5065,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,122,67,FAIL,4,96.644,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,200,131,FAIL,4,471.151,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,3.78808,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,35,4,FAIL,4,4.10204,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,74,7,FAIL,4,24.3637,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,81,29,FAIL,4,43.1288,CHECKER_PASS
random1_4type_invdelay,60,125,65,FAIL,12,421.324,CHECKER_PASS
random2_4type_invdelay,63,124,61,FAIL,12,417.922,CHECKER_PASS
random3_4type_invdelay,70,124,54,FAIL,16,583.303,CHECKER_PASS
random4_4type_invdelay,54,110,56,FAIL,23,498.465,CHECKER_PASS
random5_4type_invdelay,67,143,76,FAIL,23,1021.99,CHECKER_PASS
random6_4type_invdelay,61,123,62,FAIL,38,1392.89,CHECKER_PASS
random7_4type_invdelay,72,149,77,FAIL,35,1840.44,CHECKER_PASS
