DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,12,4,FAIL,3,0.137958,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.042334,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.063834,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.151583,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.151625,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.184292,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,0.435125,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,66,38,FAIL,4,1.19796,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,68,34,FAIL,4,1.15362,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,68,25,FAIL,4,1.13967,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,119,64,FAIL,4,3.52929,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,199,130,FAIL,4,17.3105,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,0.392917,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,35,4,FAIL,4,0.419042,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,75,8,FAIL,4,1.41225,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,81,29,FAIL,4,1.82062,CHECKER_PASS
random1_4type_invdelay,60,125,65,FAIL,12,39.4328,CHECKER_PASS
random2_4type_invdelay,63,124,61,FAIL,12,43.4367,CHECKER_PASS
random3_4type_invdelay,70,124,54,FAIL,16,67.0575,CHECKER_PASS
random4_4type_invdelay,54,110,56,FAIL,23,63.6594,CHECKER_PASS
random5_4type_invdelay,67,143,76,FAIL,23,121.353,CHECKER_PASS
random6_4type_invdelay,61,123,62,FAIL,38,196.935,CHECKER_PASS
random7_4type_invdelay,72,149,77,FAIL,35,438.713,CHECKER_PASS
