// The next line is the dfg name
interpolate_aux_dfg__12_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 68
0 41 0
1 31 2
2 39 0
3 42 0
4 45 0
5 48 0
6 26 2
7 14 0
8 19 1
9 25 1
10 40 0
11 43 0
12 19 3
13 15 0
14 17 0
15 24 0
16 31 1
17 44 0
18 46 0
19 49 0
20 52 1
21 40 1
22 25 0
23 25 3
24 49 3
25 55 1
26 58 0
27 26 0
28 18 0
29 22 1
30 27 0
31 36 2
32 43 1
33 16 2
34 3 0
35 1 2
36 7 3
37 21 0
38 28 1
39 7 1
40 6 0
41 4 1
42 7 0
43 10 0
44 31 3
45 37 1
46 46 1
47 55 0
48 55 3
49 47 0
50 41 2
51 50 0
52 61 1
53 64 0
54 28 0
55 19 0
56 20 0
57 29 0
58 34 0
59 46 2
60 5 0
61 1 0
62 2 0
63 6 2
64 13 3
65 30 0
66 13 0
67 8 0
68 9 0
69 16 1
70 22 0
71 31 0
72 35 0
73 51 2
74 58 1
75 49 1
76 51 0
77 52 0
78 53 0
79 56 0
80 62 0
81 11 0
82 1 1
83 4 0
84 13 1
85 37 3
86 61 3
87 32 0
88 1 3
89 23 0
90 33 0
91 36 0
92 37 0
93 12 0
94 11 2
95 10 1
96 16 0
97 21 2
98 38 0
99 56 2
100 61 0
101 67 0
102 54 0
103 43 3
104 34 1
105 61 2
106 66 0
107 68 0
