DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.102042,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.175834,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,32,-2,PASS,4,0.420084,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,1.91721,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,51,12,FAIL,4,3.23708,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,1.57171,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,85,46,FAIL,4,15.1047,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,162,123,FAIL,4,88.6094,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,162,101,FAIL,4,77.3739,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,168,105,FAIL,4,77.1399,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,300,215,FAIL,4,546.71,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,415,330,FAIL,5,1375.16,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,92,11,FAIL,4,8.71342,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,87,42,FAIL,4,11.2648,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,174,77,FAIL,4,78.1624,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,204,128,FAIL,4,135.121,CHECKER_PASS
random1_4type_uniform,91,450,359,FAIL,8,3222.18,CHECKER_PASS
random2_4type_uniform,85,312,227,FAIL,9,1873.88,CHECKER_PASS
random3_4type_uniform,109,605,496,FAIL,8,8042.62,CHECKER_PASS
random4_4type_uniform,81,234,153,FAIL,15,2246.21,CHECKER_PASS
random5_4type_uniform,88,304,216,FAIL,17,4620.5,CHECKER_PASS
random6_4type_uniform,91,456,365,FAIL,24,11330.7,CHECKER_PASS
random7_4type_uniform,99,502,403,FAIL,24,15229.5,CHECKER_PASS
