// The next line is the dfg name
matmul_dfg__3_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 71
0 1 1
1 4 0
2 7 1
3 13 3
4 1 0
5 7 3
6 13 0
7 14 0
8 1 2
9 6 0
10 8 0
11 10 1
12 12 0
13 17 0
14 21 2
15 29 0
16 24 0
17 26 0
18 28 1
19 34 1
20 21 0
21 22 0
22 23 0
23 26 2
24 37 0
25 16 0
26 18 0
27 20 0
28 37 3
29 51 2
30 4 1
31 25 0
32 43 3
33 58 1
34 63 0
35 30 0
36 55 3
37 64 0
38 68 0
39 2 0
40 6 2
41 11 0
42 19 0
43 3 0
44 5 0
45 9 0
46 15 0
47 31 3
48 7 0
49 10 0
50 25 3
51 34 0
52 40 1
53 32 0
54 33 0
55 37 1
56 40 0
57 61 2
58 16 1
59 56 2
60 65 0
61 69 0
62 19 3
63 36 2
64 43 1
65 46 0
66 16 2
67 22 1
68 35 0
69 46 1
70 55 1
71 36 0
72 38 0
73 39 0
74 41 0
75 60 0
76 11 2
77 27 0
78 31 0
79 61 3
80 67 0
81 19 1
82 49 1
83 61 1
84 70 0
85 28 0
86 31 1
87 41 2
88 47 0
89 49 3
90 55 0
91 56 0
92 57 0
93 58 0
94 1 3
95 13 1
96 31 2
97 46 2
98 61 0
99 25 1
100 52 1
101 59 0
102 62 0
103 66 0
104 42 0
105 43 0
106 44 0
107 71 0
108 45 0
