// The next line is the dfg name
collapse_pyr_dfg__113_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 2 2 6
actual latency 80
0 1 0
1 25 4
2 31 3
3 48 1
4 54 1
5 31 2
6 1 1
7 4 1
8 7 0
9 19 4
10 36 1
11 39 1
12 1 3
13 51 2
14 60 1
15 65 2
16 70 3
17 76 2
18 1 2
19 8 0
20 31 4
21 37 3
22 46 2
23 51 1
24 36 2
25 6 2
26 11 0
27 12 0
28 13 4
29 42 1
30 45 0
31 6 0
32 11 2
33 19 3
34 25 0
35 41 0
36 42 0
37 1 4
38 7 4
39 21 2
40 26 2
41 57 1
42 60 2
43 65 1
44 7 1
45 16 2
46 21 0
47 25 3
48 43 0
49 45 1
50 7 3
51 13 3
52 19 1
53 22 0
54 41 2
55 46 0
