// The next line is the dfg name
collapse_pyr_dfg__113_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 2 2 6
actual latency 70
0 1 0
1 13 4
2 25 3
3 31 1
4 37 1
5 6 2
6 1 1
7 4 1
8 8 0
9 25 4
10 34 1
11 40 1
12 1 4
13 11 2
14 16 1
15 21 2
16 31 3
17 66 2
18 1 2
19 6 0
20 13 3
21 19 4
22 51 2
23 56 1
24 36 2
25 26 2
26 31 0
27 32 0
28 33 4
29 46 1
30 49 0
31 7 0
32 41 2
33 46 3
34 52 0
35 53 0
36 54 0
37 1 3
38 7 3
39 16 2
40 46 2
41 43 1
42 56 2
43 61 1
44 7 1
45 31 2
46 36 0
47 37 3
48 43 0
49 49 1
50 7 4
51 19 3
52 25 1
53 28 0
54 61 2
55 66 0
