// The next line is the dfg name
random5_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 2 2 1
MUL 8 8 3
DIV 14 14 5
SQRT 16 16 6
actual latency 164
0 1 10
1 6 31
2 8 0
3 6 4
4 9 34
5 12 17
6 12 0
7 12 19
8 12 8
9 13 0
10 18 8
11 14 12
12 17 2
13 20 0
14 19 6
15 17 0
16 17 18
17 17 30
18 18 21
19 17 17
20 19 23
21 24 4
22 74 1
23 26 10
24 21 9
25 22 36
26 21 14
27 65 0
28 65 1
29 17 1
30 18 9
31 17 20
32 77 0
33 17 29
34 21 26
35 30 0
36 22 5
37 64 1
38 25 5
39 22 17
40 44 7
41 22 0
42 60 1
43 61 2
44 9 0
45 23 2
46 6 10
47 107 0
48 78 13
49 107 1
50 24 9
51 30 9
52 22 35
53 108 26
54 108 6
55 108 11
56 108 4
57 108 0
58 108 34
59 21 8
60 21 10
61 21 34
62 21 27
63 23 21
64 78 1
65 139 1
66 27 0
67 111 16
68 112 1
69 111 0
70 111 28
71 111 15
72 111 3
73 111 2
74 111 29
75 19 0
76 108 10
77 108 1
78 108 5
79 113 11
80 79 6
81 79 24
82 79 2
83 81 1
84 80 11
85 88 6
86 82 0
87 84 4
88 103 1
89 88 2
90 88 13
91 88 17
92 83 29
93 90 12
94 104 14
95 104 13
96 104 4
97 104 1
98 104 15
99 105 1
100 104 0
101 86 9
102 85 14
103 85 31
104 88 3
105 85 15
106 90 1
107 140 14
108 140 0
109 140 15
110 140 26
111 89 0
112 89 26
113 89 27
114 90 10
115 28 11
116 29 1
117 27 26
118 27 9
119 31 0
120 40 36
121 27 20
122 40 37
123 28 21
124 85 3
125 145 33
126 145 31
127 145 32
128 112 5
129 112 0
130 91 24
131 91 2
132 151 10
133 152 1
134 151 1
135 151 5
136 151 0
137 151 29
138 151 3
139 151 30
140 113 30
141 113 6
142 113 7
143 85 32
144 154 15
145 157 0
146 154 8
147 154 14
148 154 3
149 154 5
150 154 26
151 154 0
152 154 36
153 109 14
154 107 2
155 157 2
156 11 29
157 11 2
158 32 7
159 11 0
160 156 0
161 82 5
162 157 10
163 91 16
164 117 21
165 111 1
166 155 0
167 93 1
168 96 4
169 95 0
170 95 10
171 96 9
172 95 1
173 96 0
174 95 11
175 151 31
176 114 14
177 75 39
178 75 15
179 75 16
180 75 18
181 88 5
182 76 27
183 76 28
184 75 0
185 77 8
186 152 0
187 109 0
188 109 12
189 109 1
190 110 1
191 109 24
192 109 27
193 109 13
194 109 8
195 104 31
196 108 35
197 159 3
198 106 33
199 114 2
200 94 3
201 91 21
202 94 5
203 94 6
204 91 31
205 99 13
206 99 17
207 99 0
208 99 1
209 99 5
210 100 0
211 99 4
212 114 18
213 140 3
214 146 25
215 117 22
216 82 6
217 102 10
218 85 5
219 85 6
220 90 15
221 84 30
222 90 14
223 87 37
224 80 33
225 114 19
226 97 24
227 97 14
228 97 15
229 97 1
230 97 16
231 112 17
232 112 4
233 110 0
234 93 4
235 91 32
236 93 0
237 91 38
238 91 39
239 93 9
240 92 34
241 94 2
242 91 22
243 116 38
244 157 27
245 33 33
246 33 34
247 33 0
248 60 0
249 33 3
250 34 23
251 34 35
252 33 1
253 91 6
254 91 1
255 91 30
256 153 32
257 153 4
258 153 11
259 153 24
260 153 6
261 153 33
262 153 12
263 153 34
264 159 0
265 116 36
266 95 25
267 95 7
268 96 1
269 95 12
270 95 8
271 98 1
272 100 1
273 158 28
274 51 28
275 88 1
276 97 18
277 27 1
278 27 34
279 28 35
280 28 0
281 27 17
282 27 3
283 105 0
284 113 10
285 86 21
286 87 1
287 86 8
288 86 22
289 88 0
290 89 1
291 86 36
292 89 25
293 89 7
294 89 8
295 90 11
296 90 4
297 90 9
298 90 28
299 1 24
300 7 24
301 13 21
302 18 32
303 24 22
304 24 12
305 62 0
306 13 24
307 63 16
308 7 6
309 19 12
310 101 1
311 30 32
312 116 0
313 30 39
314 30 38
315 31 24
316 29 2
317 30 4
318 33 11
319 29 30
320 40 6
321 32 25
322 30 31
323 29 29
324 29 12
325 62 1
326 33 8
327 29 0
328 36 4
329 113 0
330 36 15
331 69 0
332 36 8
333 36 32
334 36 38
335 40 0
336 117 29
337 117 5
338 117 2
339 113 1
340 18 0
341 41 10
342 41 29
343 41 2
344 47 17
345 70 2
346 70 12
347 70 26
348 70 27
349 70 25
350 115 1
351 70 14
352 70 15
353 43 11
354 44 12
355 114 32
356 115 0
357 114 34
358 114 26
359 114 31
360 114 9
361 114 8
362 75 10
363 76 6
364 75 38
365 75 11
366 75 1
367 75 12
368 75 37
369 36 39
370 116 16
371 116 24
372 116 37
373 116 35
374 116 27
375 81 4
376 81 19
377 84 1
378 81 0
379 81 20
380 82 1
381 81 21
382 81 37
383 43 5
384 42 3
385 42 31
386 122 0
387 10 35
388 121 15
389 120 19
390 120 18
391 120 20
392 52 35
393 116 15
394 120 1
395 36 10
396 36 16
397 43 21
398 36 0
399 36 1
400 35 0
401 35 7
402 36 3
403 37 19
404 35 29
405 35 30
406 35 2
407 35 1
408 83 7
409 116 4
410 138 1
411 121 0
412 120 25
413 120 3
414 120 26
415 123 10
416 124 12
417 123 28
418 123 0
419 122 4
420 122 24
421 122 5
422 122 17
423 77 1
424 76 1
425 73 2
426 73 3
427 46 10
428 114 20
429 117 17
430 123 1
431 129 37
432 129 28
433 42 0
434 42 4
435 42 32
436 119 30
437 80 15
438 80 16
439 87 4
440 123 7
441 125 6
442 124 11
443 76 2
444 85 11
445 85 24
446 85 12
447 139 13
448 63 10
449 134 1
450 126 2
451 126 26
452 126 31
453 126 0
454 126 14
455 126 3
456 126 25
457 126 32
458 85 2
459 34 12
460 80 18
461 78 30
462 78 17
463 79 31
464 79 32
465 80 36
466 78 4
467 81 38
468 46 35
469 46 6
470 46 36
471 66 1
472 135 1
473 135 24
474 135 0
475 83 0
476 83 1
477 84 0
478 83 8
479 83 9
480 83 13
481 128 1
482 126 20
483 126 7
484 126 8
485 129 0
486 129 1
487 126 9
488 127 1
489 129 2
490 38 1
491 135 10
492 76 0
493 144 29
494 123 23
495 80 7
496 80 34
497 80 35
498 80 8
499 80 12
500 80 0
501 80 14
502 80 9
503 121 16
504 136 11
505 136 3
506 136 0
507 136 1
508 137 0
509 137 1
510 136 4
511 138 0
512 136 12
513 16 15
514 16 36
515 102 25
516 22 19
517 21 1
518 128 0
519 121 34
520 122 21
521 122 27
522 124 0
523 122 35
524 122 36
525 121 33
526 121 1
527 122 22
528 128 4
529 128 5
530 128 6
531 128 10
532 128 23
533 129 11
534 130 1
535 127 34
536 127 17
537 131 0
538 128 24
539 131 1
540 133 0
541 129 8
542 129 9
543 132 25
544 132 2
545 132 3
546 132 6
547 132 7
548 132 0
549 132 1
550 49 6
551 48 20
552 125 4
553 81 22
554 77 29
555 81 23
556 77 7
557 131 4
558 128 27
559 127 21
560 128 35
561 127 22
562 133 1
563 129 12
564 49 0
565 49 24
566 49 12
567 48 3
568 48 4
569 48 11
570 48 0
571 48 8
572 48 1
573 49 1
574 48 31
575 48 32
576 48 9
577 48 38
578 49 5
579 50 0
580 48 19
581 63 0
582 126 15
583 126 16
584 126 39
585 126 1
586 127 0
587 126 18
588 126 19
589 129 3
590 127 33
591 129 7
592 130 0
593 125 29
594 125 0
595 125 5
596 125 1
597 125 30
598 1 2
599 4 16
600 9 12
601 14 23
602 15 33
603 14 0
604 24 39
605 15 26
606 15 27
607 33 9
608 14 22
609 15 28
610 45 3
611 68 1
612 9 9
613 139 0
614 36 14
615 40 35
616 36 31
617 58 1
618 51 33
619 20 2
620 41 14
621 21 16
622 140 25
623 140 16
624 141 1
625 140 2
626 140 1
627 140 5
628 140 4
629 140 10
630 59 4
631 48 21
632 12 32
633 12 18
634 12 20
635 12 31
636 45 8
637 12 38
638 45 9
639 12 39
640 12 1
641 53 11
642 53 16
643 53 29
644 53 30
645 53 0
646 18 39
647 32 2
648 19 24
649 17 19
650 35 13
651 42 8
652 42 17
653 42 9
654 43 6
655 74 0
656 42 18
657 42 1
658 143 0
659 143 27
660 143 17
661 143 18
662 143 28
663 143 4
664 143 2
665 143 19
666 143 12
667 102 1
668 145 34
669 145 0
670 145 10
671 145 1
672 145 14
673 103 28
674 103 0
675 103 11
676 103 29
677 103 2
678 103 12
679 103 27
680 103 3
681 103 24
682 25 13
683 41 7
684 25 24
685 27 33
686 144 0
687 144 5
688 144 13
689 144 30
690 144 6
691 43 24
692 75 14
693 77 9
694 145 9
695 23 0
696 54 0
697 101 0
698 23 11
699 51 8
700 23 1
701 23 7
702 41 0
703 146 0
704 146 1
705 147 0
706 145 7
707 26 2
708 28 36
709 26 25
710 26 7
711 27 27
712 30 3
713 34 36
714 33 21
715 33 28
716 54 1
717 33 4
718 34 0
719 33 27
720 36 9
721 34 37
722 102 0
723 32 17
724 24 23
725 24 1
726 39 8
727 39 9
728 39 27
729 40 5
730 39 28
731 39 12
732 39 22
733 150 4
734 149 27
735 147 24
736 94 0
737 45 13
738 45 0
739 45 26
740 55 1
741 45 23
742 45 27
743 58 2
744 51 26
745 51 3
746 51 0
747 51 14
748 51 4
749 51 10
750 59 3
751 59 12
752 59 24
753 59 25
754 59 13
755 59 26
756 59 14
757 59 27
758 59 11
759 58 10
760 55 2
761 47 2
762 47 7
763 47 18
764 61 1
765 90 0
766 43 1
767 52 37
