// The next line is the dfg name
invert_matrix_general_dfg__3_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 2 2 3
DIV 3 3 5
SQRT 4 4 6
actual latency 140
0 81 4
1 34 0
2 35 0
3 36 0
4 88 0
5 131 3
6 30 0
7 97 7
8 116 5
9 121 2
10 130 2
11 34 2
12 55 6
13 79 6
14 103 6
15 121 9
16 61 2
17 97 6
18 103 0
19 116 3
20 131 4
21 31 9
22 51 5
23 76 4
24 81 0
25 37 8
26 46 1
27 49 0
28 73 7
29 96 4
30 79 8
31 85 0
32 86 0
33 87 0
34 103 1
35 111 4
36 116 0
37 96 3
38 115 6
39 131 5
40 21 5
41 36 3
42 55 7
43 76 5
44 31 3
45 46 5
46 61 3
47 81 3
48 88 1
49 46 2
50 66 5
51 73 0
52 81 5
53 91 1
54 109 8
55 88 2
56 99 0
57 136 3
58 25 9
59 31 2
60 49 8
61 71 3
62 40 2
63 43 2
64 61 4
65 67 1
66 91 8
67 49 1
68 71 4
69 86 5
70 94 1
71 97 1
72 100 2
73 121 6
74 97 9
75 121 7
76 127 0
77 66 4
78 71 0
79 72 0
80 74 0
81 13 7
82 37 6
83 43 1
84 67 6
85 76 1
86 49 2
87 52 1
88 58 2
89 64 1
90 91 5
91 106 3
92 32 0
93 103 7
94 121 8
95 9 0
96 13 2
97 26 5
98 19 7
99 25 2
100 29 0
101 46 3
102 1 5
103 19 2
104 22 0
105 7 8
106 13 8
107 19 0
108 37 7
109 61 8
110 1 6
111 7 6
112 13 1
113 1 7
114 11 3
115 16 0
116 19 6
117 1 0
118 6 3
119 11 0
120 4 1
121 7 1
122 10 1
123 13 0
124 25 6
125 1 1
126 13 6
127 21 3
128 2 0
129 3 0
130 13 9
131 28 1
132 7 7
133 16 3
134 21 4
135 10 0
136 12 0
137 19 1
138 28 2
139 31 0
140 1 8
141 11 4
142 16 1
143 4 0
144 5 0
145 6 0
146 31 6
147 1 9
148 11 5
149 19 8
150 1 2
151 7 9
152 19 9
153 25 0
154 43 8
155 4 2
156 18 0
157 46 4
158 21 0
159 23 0
160 37 2
161 61 7
162 24 0
163 52 2
164 55 0
165 16 4
166 31 5
167 55 8
168 62 0
169 67 0
170 14 0
171 16 2
172 22 2
173 8 0
174 10 2
175 16 5
176 41 3
177 6 4
178 31 1
179 34 1
180 15 0
181 31 4
182 37 1
183 40 1
184 46 0
185 26 3
186 37 9
187 67 7
188 86 3
189 51 4
190 73 6
191 79 1
192 82 1
193 91 2
194 64 2
195 91 4
196 96 0
197 98 0
198 100 1
199 111 5
200 109 6
201 115 0
202 136 4
203 49 7
204 55 1
205 58 1
206 85 9
207 61 1
208 67 2
209 70 1
210 73 1
211 95 0
212 55 2
213 58 0
214 91 6
215 97 0
216 106 4
217 111 0
218 121 4
219 97 2
220 103 2
221 131 1
222 17 0
223 36 5
224 56 3
225 71 5
226 25 7
227 36 4
228 56 4
229 76 3
230 91 3
231 41 5
232 47 0
233 61 9
234 85 8
235 101 5
236 115 8
237 121 5
238 126 0
239 128 0
240 1 4
241 6 5
242 22 1
243 43 6
244 1 3
245 7 2
246 25 8
247 43 7
248 67 9
249 20 0
250 51 3
251 67 8
252 75 0
253 91 9
254 115 7
255 124 2
256 101 3
257 115 9
258 133 2
259 56 5
260 61 0
261 79 7
262 97 8
263 55 9
264 79 9
265 85 2
266 106 5
267 112 0
268 73 2
269 77 0
270 78 0
271 111 3
272 116 1
273 119 1
274 125 1
275 37 0
276 126 3
277 131 0
278 101 4
279 106 0
280 107 1
281 110 0
282 70 2
283 76 0
284 103 8
285 109 0
286 111 1
287 33 0
288 96 5
289 116 4
290 121 0
291 122 1
292 127 2
293 76 2
294 94 2
295 130 0
296 7 0
297 31 7
298 43 9
299 61 5
300 25 1
301 28 0
302 41 4
303 61 6
304 85 6
305 31 8
306 49 9
307 73 9
308 82 2
309 92 0
310 103 9
311 126 4
312 121 3
313 128 1
314 132 0
315 26 0
316 27 0
317 86 4
318 91 0
319 26 4
320 49 6
321 66 3
322 85 7
323 93 0
324 73 8
325 79 2
326 82 0
327 85 1
328 94 0
329 109 7
330 91 7
331 109 9
332 126 5
