DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,11,3,FAIL,3,0.315541,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.300833,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.236208,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.582584,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.881125,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.966625,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,3.08079,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,37,9,FAIL,8,8.63196,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,65,31,FAIL,6,16.0163,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,71,28,FAIL,4,21.8056,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,68,13,FAIL,8,35.5374,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,106,37,FAIL,8,133.533,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,2.783,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,40,9,FAIL,4,3.18754,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,82,15,FAIL,4,27.7255,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,82,30,FAIL,4,33.4527,CHECKER_PASS
random1_4type_invdelay,60,68,8,FAIL,24,120.836,CHECKER_PASS
random2_4type_invdelay,63,76,13,FAIL,23,128.461,CHECKER_PASS
random3_4type_invdelay,70,77,7,FAIL,28,210.162,CHECKER_PASS
random4_4type_invdelay,54,65,11,FAIL,39,177.361,CHECKER_PASS
random5_4type_invdelay,67,83,16,FAIL,39,342.833,CHECKER_PASS
random6_4type_invdelay,61,71,10,FAIL,70,421.094,CHECKER_PASS
random7_4type_invdelay,72,82,10,FAIL,63,606.051,CHECKER_PASS
