DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,12,4,FAIL,3,0.0555,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.015375,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.026958,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.056083,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.060125,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.072916,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,0.135583,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,36,8,FAIL,8,0.311625,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,64,30,FAIL,6,0.426042,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,68,25,FAIL,4,0.468875,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,65,10,FAIL,8,1.70621,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,103,34,FAIL,8,3.45,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,0.155042,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,35,4,FAIL,4,0.149916,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,75,8,FAIL,4,0.5285,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,81,29,FAIL,4,0.691209,CHECKER_PASS
random1_4type_invdelay,60,67,7,FAIL,24,12.4012,CHECKER_PASS
random2_4type_invdelay,63,73,10,FAIL,23,11.0223,CHECKER_PASS
random3_4type_invdelay,70,75,5,FAIL,28,14.3989,CHECKER_PASS
random4_4type_invdelay,54,65,11,FAIL,39,14.1794,CHECKER_PASS
random5_4type_invdelay,67,81,14,FAIL,39,24.493,CHECKER_PASS
random6_4type_invdelay,61,67,6,FAIL,70,37.4792,CHECKER_PASS
random7_4type_invdelay,72,80,8,FAIL,63,49.8506,CHECKER_PASS
