DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,11,3,FAIL,3,0.410541,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.139208,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.239916,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.623584,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,4,0.92725,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.918875,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,39,9,FAIL,4,3.38692,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,36,8,FAIL,8,9.63483,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,64,30,FAIL,6,24.9393,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,71,28,FAIL,4,27.7017,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,67,12,FAIL,8,34.0265,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,103,34,FAIL,8,133.27,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,2.90083,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,35,4,FAIL,4,3.22713,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,74,7,FAIL,4,19.7513,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,81,29,FAIL,4,33.3455,CHECKER_PASS
random1_4type_invdelay,60,67,7,FAIL,24,116.576,CHECKER_PASS
random2_4type_invdelay,63,73,10,FAIL,23,129.244,CHECKER_PASS
random3_4type_invdelay,70,75,5,FAIL,28,199.413,CHECKER_PASS
random4_4type_invdelay,54,65,11,FAIL,39,258.262,CHECKER_PASS
random5_4type_invdelay,67,81,14,FAIL,39,358.904,CHECKER_PASS
random6_4type_invdelay,61,67,6,FAIL,70,471.548,CHECKER_PASS
random7_4type_invdelay,72,80,8,FAIL,63,626.429,CHECKER_PASS
