// The next line is the dfg name
h2v2_smooth_downsample_dfg__6_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 92
0 16 2
1 6 2
2 21 2
3 43 3
4 10 1
5 73 3
6 31 2
7 36 0
8 81 1
9 1 0
10 1 3
11 11 2
12 16 1
13 7 3
14 19 1
15 1 1
16 13 3
17 25 3
18 1 2
19 19 3
20 37 3
21 4 1
22 7 0
23 55 3
24 7 1
25 26 2
26 63 2
27 61 3
28 67 1
29 70 1
30 73 1
31 31 3
32 37 1
33 2 0
34 3 0
35 41 2
36 49 3
37 55 1
38 58 2
39 4 0
40 67 3
41 73 2
42 78 1
43 84 2
44 81 0
45 89 0
46 90 0
47 91 0
48 92 0
49 5 0
50 36 2
