DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.218375,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.1955,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,32,-2,PASS,4,0.47,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,1.88746,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,33,-6,PASS,6,1.65467,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,1.46179,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,35,-4,PASS,8,6.84312,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,39,0,PASS,12,43.7205,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,58,-3,PASS,9,127.894,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,60,-3,PASS,9,37.161,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,83,-2,PASS,11,199.474,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,85,0,PASS,16,579.763,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,65,-16,PASS,5,7.45329,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,45,0,PASS,7,6.42442,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,96,-1,PASS,6,57.1335,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,72,-4,PASS,9,61.0997,CHECKER_PASS
random1_4type_uniform,91,91,0,PASS,31,1670.16,CHECKER_PASS
random2_4type_uniform,85,84,-1,PASS,33,1671.16,CHECKER_PASS
random3_4type_uniform,109,109,0,PASS,31,4063.41,CHECKER_PASS
random4_4type_uniform,81,80,-1,PASS,52,3538.35,CHECKER_PASS
random5_4type_uniform,88,86,-2,PASS,60,7250.15,CHECKER_PASS
random6_4type_uniform,91,91,0,PASS,85,15927.0,CHECKER_PASS
random7_4type_uniform,99,99,0,PASS,85,21688.3,CHECKER_PASS
