DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,6,-2,PASS,2,0.103125,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.117208,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.2025,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.638583,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,5,1.26833,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.848792,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,30,0,PASS,7,3.43604,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,25,-3,PASS,12,13.8719,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,34,0,PASS,10,19.4228,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,39,-4,PASS,8,19.3966,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,47,-8,PASS,12,51.9322,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,73,4,FAIL,12,226.752,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,3.31458,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,23,-8,PASS,8,2.47388,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,67,0,PASS,6,27.4857,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,48,-4,PASS,8,32.0213,CHECKER_PASS
random1_4type_invdelay,60,61,1,FAIL,28,553.816,CHECKER_PASS
random2_4type_invdelay,63,65,2,FAIL,27,531.92,CHECKER_PASS
random3_4type_invdelay,70,68,-2,PASS,32,1102.38,CHECKER_PASS
random4_4type_invdelay,54,55,1,FAIL,47,1119.95,CHECKER_PASS
random5_4type_invdelay,67,70,3,FAIL,47,2362.93,CHECKER_PASS
random6_4type_invdelay,61,65,4,FAIL,78,4977.36,CHECKER_PASS
random7_4type_invdelay,72,74,2,FAIL,71,6931.34,CHECKER_PASS
