DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,6,-2,PASS,2,0.106167,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.111208,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.198042,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.654875,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,5,0.937875,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.867666,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,30,0,PASS,7,3.49142,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,25,-3,PASS,12,19.7007,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,34,0,PASS,10,19.5181,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,39,-4,PASS,8,18.9191,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,47,-8,PASS,12,49.972,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,73,4,FAIL,12,222.883,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,3.55475,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,23,-8,PASS,8,2.64225,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,67,0,PASS,6,28.1414,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,48,-4,PASS,8,30.4324,CHECKER_PASS
random1_4type_invdelay,60,61,1,FAIL,28,581.32,CHECKER_PASS
random2_4type_invdelay,63,65,2,FAIL,27,530.147,CHECKER_PASS
random3_4type_invdelay,70,68,-2,PASS,32,1107.58,CHECKER_PASS
random4_4type_invdelay,54,55,1,FAIL,47,1122.64,CHECKER_PASS
random5_4type_invdelay,67,70,3,FAIL,47,2391.9,CHECKER_PASS
random6_4type_invdelay,61,65,4,FAIL,78,4993.17,CHECKER_PASS
random7_4type_invdelay,72,74,2,FAIL,71,6992.92,CHECKER_PASS
