DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.296875,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.487959,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,46,12,FAIL,4,0.491833,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,0.960458,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,56,17,FAIL,4,3.3365,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,1.29313,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,74,35,FAIL,5,11.3141,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,95,56,FAIL,9,31.8938,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,96,35,FAIL,6,31.2377,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,101,38,FAIL,6,36.7683,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,178,93,FAIL,8,112.252,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,150,65,FAIL,12,190.935,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,97,16,FAIL,4,8.46746,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,80,35,FAIL,5,6.98304,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,179,82,FAIL,4,74.3492,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,102,26,FAIL,6,42.8329,CHECKER_PASS
random1_4type_uniform,91,165,74,FAIL,22,630.263,CHECKER_PASS
random2_4type_uniform,85,169,84,FAIL,24,441.719,CHECKER_PASS
random3_4type_uniform,109,219,110,FAIL,22,1032.81,CHECKER_PASS
random4_4type_uniform,81,104,23,FAIL,40,532.013,CHECKER_PASS
random5_4type_uniform,88,118,30,FAIL,47,928.53,CHECKER_PASS
random6_4type_uniform,91,131,40,FAIL,66,1686.49,CHECKER_PASS
random7_4type_uniform,99,151,52,FAIL,66,2346.48,CHECKER_PASS
