DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.401167,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.312667,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,32,-2,PASS,4,0.448,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,1.58571,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,51,12,FAIL,4,2.45746,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,1.33987,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,65,26,FAIL,5,7.79,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,78,39,FAIL,9,30.0138,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,84,23,FAIL,6,34.1665,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,86,23,FAIL,6,28.3366,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,147,62,FAIL,8,112.221,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,126,41,FAIL,12,199.749,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,92,11,FAIL,4,9.116,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,70,25,FAIL,5,7.7065,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,174,77,FAIL,4,81.26,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,102,26,FAIL,6,46.7342,CHECKER_PASS
random1_4type_uniform,91,159,68,FAIL,22,518.494,CHECKER_PASS
random2_4type_uniform,85,158,73,FAIL,24,463.809,CHECKER_PASS
random3_4type_uniform,109,203,94,FAIL,22,1103.56,CHECKER_PASS
random4_4type_uniform,81,99,18,FAIL,40,475.172,CHECKER_PASS
random5_4type_uniform,88,107,19,FAIL,47,675.287,CHECKER_PASS
random6_4type_uniform,91,119,28,FAIL,66,1213.86,CHECKER_PASS
random7_4type_uniform,99,131,32,FAIL,66,1604.47,CHECKER_PASS
