// The next line is the dfg name
collapse_pyr_dfg__113_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 1 1 3
DIV 1 1 5
SQRT 1 1 6
actual latency 87
0 1 0
1 31 3
2 49 3
3 55 1
4 58 1
5 6 2
6 1 1
7 4 1
8 8 0
9 55 3
10 61 1
11 64 1
12 1 3
13 11 2
14 16 1
15 26 2
16 61 3
17 67 2
18 1 2
19 6 0
20 25 3
21 43 3
22 51 2
23 67 1
24 31 2
25 16 2
26 21 0
27 22 0
28 67 3
29 73 1
30 76 0
31 7 0
32 41 2
33 79 3
34 85 0
35 86 0
36 87 0
37 7 3
38 13 3
39 21 2
40 46 2
41 36 1
42 56 2
43 70 1
44 13 1
45 36 2
46 41 0
47 73 3
48 79 0
49 80 1
50 19 3
51 37 3
52 43 1
53 46 0
54 61 2
55 66 0
