DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,11,3,FAIL,3,0.1445,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.12975,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.206334,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.573083,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,5,0.732667,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.868833,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,30,0,PASS,7,2.79779,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,25,-3,PASS,12,3.97167,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,34,0,PASS,10,13.4196,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,39,-4,PASS,8,12.5139,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,47,-8,PASS,12,25.3057,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,73,4,FAIL,12,151.225,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,2.72987,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,23,-8,PASS,8,1.29271,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,67,0,PASS,6,12.5754,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,48,-4,PASS,8,15.3481,CHECKER_PASS
random1_4type_invdelay,60,61,1,FAIL,28,95.2397,CHECKER_PASS
random2_4type_invdelay,63,65,2,FAIL,27,97.0913,CHECKER_PASS
random3_4type_invdelay,70,68,-2,PASS,32,156.877,CHECKER_PASS
random4_4type_invdelay,54,55,1,FAIL,47,191.447,CHECKER_PASS
random5_4type_invdelay,67,69,2,FAIL,47,258.961,CHECKER_PASS
random6_4type_invdelay,61,65,4,FAIL,78,375.133,CHECKER_PASS
random7_4type_invdelay,72,74,2,FAIL,71,506.366,CHECKER_PASS
example_4type_invdelay,8,11,3,FAIL,3,0.150375,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.110458,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.2,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.566583,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,30,5,FAIL,5,0.760083,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.8585,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,30,0,PASS,7,3.19708,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,25,-3,PASS,12,5.98733,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,34,0,PASS,10,11.09,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,39,-4,PASS,8,12.0056,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,47,-8,PASS,12,24.2495,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,73,4,FAIL,12,67.1552,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,2.84283,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,23,-8,PASS,8,1.34163,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,67,0,PASS,6,13.0015,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,48,-4,PASS,8,16.094,CHECKER_PASS
random1_4type_invdelay,60,61,1,FAIL,28,93.667,CHECKER_PASS
random2_4type_invdelay,63,65,2,FAIL,27,98.0457,CHECKER_PASS
random3_4type_invdelay,70,68,-2,PASS,32,158.276,CHECKER_PASS
random4_4type_invdelay,54,55,1,FAIL,47,193.592,CHECKER_PASS
random5_4type_invdelay,67,69,2,FAIL,47,262.09,CHECKER_PASS
random6_4type_invdelay,61,65,4,FAIL,78,381.539,CHECKER_PASS
random7_4type_invdelay,72,74,2,FAIL,71,519.253,CHECKER_PASS
