DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.091375,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.048166,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,32,-2,PASS,4,0.088625,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,0.073042,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,33,-6,PASS,6,0.078917,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,0.108166,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,35,-4,PASS,8,0.249541,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,39,0,PASS,12,0.492458,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,58,-3,PASS,9,0.364375,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,60,-3,PASS,9,0.379791,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,81,-4,PASS,11,1.39967,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,85,0,PASS,16,2.651,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,65,-16,PASS,5,0.732458,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,45,0,PASS,7,0.168209,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,91,-6,PASS,6,0.560708,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,72,-4,PASS,9,0.572459,CHECKER_PASS
random1_4type_uniform,91,91,0,PASS,31,12.0969,CHECKER_PASS
random2_4type_uniform,85,84,-1,PASS,33,13.3232,CHECKER_PASS
random3_4type_uniform,109,109,0,PASS,31,23.5663,CHECKER_PASS
random4_4type_uniform,81,80,-1,PASS,52,17.9092,CHECKER_PASS
random5_4type_uniform,88,86,-2,PASS,60,26.1787,CHECKER_PASS
random6_4type_uniform,91,91,0,PASS,85,48.6606,CHECKER_PASS
random7_4type_uniform,99,99,0,PASS,85,63.62,CHECKER_PASS
example_4type_uniform,8,6,-2,PASS,2,0.086625,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.043667,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,32,-2,PASS,4,0.08525,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,0.149917,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,33,-6,PASS,6,0.068333,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,0.133,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,35,-4,PASS,8,0.144,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,39,0,PASS,12,0.323208,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,58,-3,PASS,9,0.359167,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,60,-3,PASS,9,0.391208,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,81,-4,PASS,11,1.14854,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,85,0,PASS,16,2.47046,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,65,-16,PASS,5,0.185667,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,45,0,PASS,7,0.165541,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,91,-6,PASS,6,0.596125,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,72,-4,PASS,9,0.561083,CHECKER_PASS
random1_4type_uniform,91,91,0,PASS,31,15.0407,CHECKER_PASS
random2_4type_uniform,85,84,-1,PASS,33,15.0154,CHECKER_PASS
random3_4type_uniform,109,109,0,PASS,31,23.7212,CHECKER_PASS
random4_4type_uniform,81,80,-1,PASS,52,17.391,CHECKER_PASS
random5_4type_uniform,88,86,-2,PASS,60,26.2528,CHECKER_PASS
random6_4type_uniform,91,91,0,PASS,85,43.8462,CHECKER_PASS
random7_4type_uniform,99,99,0,PASS,85,54.1264,CHECKER_PASS
