DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_uniform,8,6,-2,PASS,2,0.246417,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.649208,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,46,12,FAIL,4,1.33838,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,3.12142,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,33,-6,PASS,6,4.10296,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,3.77533,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,41,2,FAIL,8,6.41933,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,53,14,FAIL,12,17.359,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,64,3,FAIL,9,24.8543,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,68,5,FAIL,9,19.8784,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,89,4,FAIL,11,83.0527,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,98,13,FAIL,16,330.304,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,79,-2,PASS,5,5.04429,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,59,14,FAIL,7,3.51179,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,107,10,FAIL,6,24.2372,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,72,-4,PASS,9,28.2131,CHECKER_PASS
random1_4type_uniform,91,102,11,FAIL,31,272.847,CHECKER_PASS
random2_4type_uniform,85,99,14,FAIL,33,175.307,CHECKER_PASS
random3_4type_uniform,109,116,7,FAIL,31,883.908,CHECKER_PASS
random4_4type_uniform,81,93,12,FAIL,52,272.707,CHECKER_PASS
random5_4type_uniform,88,94,6,FAIL,60,625.26,CHECKER_PASS
random6_4type_uniform,91,99,8,FAIL,85,730.827,CHECKER_PASS
random7_4type_uniform,99,111,12,FAIL,85,955.019,CHECKER_PASS
example_4type_uniform,8,6,-2,PASS,2,0.11425,CHECKER_PASS
hal_4type_uniform,22,21,-1,PASS,4,0.166083,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_uniform,34,46,12,FAIL,4,0.467375,CHECKER_PASS
arf_4type_uniform,57,46,-11,PASS,4,1.05692,CHECKER_PASS
motion_vectors_dfg__7_4type_uniform,39,33,-6,PASS,6,1.38096,CHECKER_PASS
ewf_4type_uniform,97,72,-25,PASS,4,1.29733,CHECKER_PASS
feedback_points_dfg__7_4type_uniform,39,41,2,FAIL,8,2.34408,CHECKER_PASS
write_bmp_header_dfg__7_4type_uniform,39,53,14,FAIL,12,8.82775,CHECKER_PASS
interpolate_aux_dfg__12_4type_uniform,61,64,3,FAIL,9,20.3673,CHECKER_PASS
matmul_dfg__3_4type_uniform,63,68,5,FAIL,9,20.9513,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_uniform,85,89,4,FAIL,11,85.0412,CHECKER_PASS
invert_matrix_general_dfg__3_4type_uniform,85,98,13,FAIL,16,246.929,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_uniform,81,79,-2,PASS,5,5.02858,CHECKER_PASS
collapse_pyr_dfg__113_4type_uniform,45,59,14,FAIL,7,3.41812,CHECKER_PASS
idctcol_dfg__3_4type_uniform,97,107,10,FAIL,6,24.142,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_uniform,76,72,-4,PASS,9,28.9151,CHECKER_PASS
random1_4type_uniform,91,102,11,FAIL,31,379.977,CHECKER_PASS
random2_4type_uniform,85,99,14,FAIL,33,177.411,CHECKER_PASS
random3_4type_uniform,109,116,7,FAIL,31,912.176,CHECKER_PASS
random4_4type_uniform,81,93,12,FAIL,52,274.399,CHECKER_PASS
random5_4type_uniform,88,94,6,FAIL,60,640.761,CHECKER_PASS
random6_4type_uniform,91,99,8,FAIL,85,737.434,CHECKER_PASS
random7_4type_uniform,99,111,12,FAIL,85,965.582,CHECKER_PASS
