DFG_Name,Target_Latency(FALLS),Actual_Latency(Project),Delta,Status,FUs_Used,Runtime_ms,Checker_Status
example_4type_invdelay,8,12,4,FAIL,3,0.05325,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.020833,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.028666,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.059083,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,25,0,PASS,6,0.055375,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.076,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,30,0,PASS,7,0.106583,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,24,-4,PASS,12,0.261458,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,34,0,PASS,10,0.303167,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,39,-4,PASS,8,0.283084,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,47,-8,PASS,12,0.77425,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,69,0,PASS,12,2.36317,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,0.1465,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,23,-8,PASS,8,0.109417,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,67,0,PASS,6,0.461708,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,44,-8,PASS,8,0.488416,CHECKER_PASS
random1_4type_invdelay,60,60,0,PASS,28,13.6802,CHECKER_PASS
random2_4type_invdelay,63,62,-1,PASS,27,11.0488,CHECKER_PASS
random3_4type_invdelay,70,66,-4,PASS,32,14.3676,CHECKER_PASS
random4_4type_invdelay,54,54,0,PASS,47,12.8197,CHECKER_PASS
random5_4type_invdelay,67,67,0,PASS,47,20.9887,CHECKER_PASS
random6_4type_invdelay,61,61,0,PASS,78,30.9975,CHECKER_PASS
random7_4type_invdelay,72,72,0,PASS,71,39.7094,CHECKER_PASS
example_4type_invdelay,8,12,4,FAIL,3,0.05475,CHECKER_PASS
hal_4type_invdelay,21,17,-4,PASS,4,0.015417,CHECKER_PASS
horner_bezier_surf_dfg__12_4type_invdelay,31,23,-8,PASS,4,0.0245,CHECKER_PASS
arf_4type_invdelay,43,34,-9,PASS,4,0.052416,CHECKER_PASS
motion_vectors_dfg__7_4type_invdelay,25,25,0,PASS,6,0.050333,CHECKER_PASS
ewf_4type_invdelay,61,45,-16,PASS,4,0.068417,CHECKER_PASS
feedback_points_dfg__7_4type_invdelay,30,30,0,PASS,7,0.102958,CHECKER_PASS
write_bmp_header_dfg__7_4type_invdelay,28,24,-4,PASS,12,0.793834,CHECKER_PASS
interpolate_aux_dfg__12_4type_invdelay,34,34,0,PASS,10,0.817834,CHECKER_PASS
matmul_dfg__3_4type_invdelay,43,39,-4,PASS,8,0.861959,CHECKER_PASS
smooth_color_z_triangle_dfg__31_4type_invdelay,55,47,-8,PASS,12,1.64825,CHECKER_PASS
invert_matrix_general_dfg__3_4type_invdelay,69,69,0,PASS,12,56.8406,CHECKER_PASS
h2v2_smooth_downsample_dfg__6_4type_invdelay,61,53,-8,PASS,4,8.72563,CHECKER_PASS
collapse_pyr_dfg__113_4type_invdelay,31,23,-8,PASS,8,1.04121,CHECKER_PASS
idctcol_dfg__3_4type_invdelay,67,67,0,PASS,6,2.41346,CHECKER_PASS
jpeg_fdct_islow_dfg__6_4type_invdelay,52,44,-8,PASS,8,0.42925,CHECKER_PASS
random1_4type_invdelay,60,60,0,PASS,28,13.9432,CHECKER_PASS
random2_4type_invdelay,63,62,-1,PASS,27,7.61029,CHECKER_PASS
random3_4type_invdelay,70,66,-4,PASS,32,11.2561,CHECKER_PASS
random4_4type_invdelay,54,54,0,PASS,47,11.8191,CHECKER_PASS
random5_4type_invdelay,67,67,0,PASS,47,21.455,CHECKER_PASS
random6_4type_invdelay,61,61,0,PASS,78,31.932,CHECKER_PASS
random7_4type_invdelay,72,72,0,PASS,71,40.8199,CHECKER_PASS
