// The next line is the dfg name
random7_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 6 6 1
MUL 17 17 3
DIV 28 28 5
SQRT 34 34 6
actual latency 116
0 1 23
1 6 8
2 9 14
3 6 30
4 11 75
5 11 76
6 11 21
7 11 5
8 11 77
9 11 9
10 12 4
11 11 30
12 11 73
13 9 0
14 17 9
15 67 17
16 17 74
17 17 57
18 17 0
19 18 31
20 17 56
21 19 26
22 23 0
23 53 20
24 35 28
25 13 4
26 65 47
27 20 5
28 14 39
29 16 1
30 14 9
31 14 58
32 24 32
33 24 5
34 23 19
35 23 9
36 24 33
37 18 12
38 18 3
39 6 7
40 27 14
41 19 33
42 20 59
43 40 3
44 18 2
45 17 19
46 25 4
47 17 55
48 17 5
49 17 3
50 17 77
51 17 78
52 20 46
53 70 54
54 75 82
55 72 5
56 71 21
57 75 83
58 19 24
59 21 50
60 28 16
61 38 21
62 42 55
63 62 84
64 50 21
65 48 4
66 50 46
67 48 3
68 48 2
69 48 73
70 48 57
71 52 70
72 80 80
73 80 75
74 76 65
75 76 49
76 77 13
77 76 54
78 89 35
79 33 1
80 52 16
81 31 76
82 31 78
83 31 2
84 31 3
85 32 22
86 31 30
87 34 65
88 56 29
89 26 59
90 26 22
91 29 36
92 73 12
93 38 20
94 37 4
95 24 24
96 24 0
97 24 3
98 61 5
99 24 26
100 55 76
101 32 19
102 25 44
103 23 20
104 77 15
105 76 23
106 77 17
107 78 19
108 76 5
109 94 65
110 56 30
111 54 24
112 27 13
113 24 1
114 35 45
115 24 12
116 24 38
117 27 67
118 25 3
119 19 83
120 19 84
121 19 18
122 68 21
123 54 36
124 54 55
125 81 18
126 24 34
127 25 84
128 24 8
129 24 4
130 39 13
131 24 2
132 74 76
133 71 2
134 71 19
135 72 69
136 71 3
137 71 20
138 71 4
139 75 81
140 71 5
141 36 75
142 36 82
143 36 56
144 36 74
145 80 77
146 80 78
147 46 17
148 20 9
149 14 24
150 12 14
151 36 50
152 12 8
153 12 12
154 12 1
155 12 0
156 43 31
157 59 0
158 86 75
159 85 42
160 25 16
161 14 0
162 14 10
163 39 41
164 39 1
165 38 10
166 38 11
167 38 83
168 39 63
169 44 37
170 44 41
171 37 78
172 45 42
173 45 43
174 45 44
175 35 11
176 44 36
177 47 20
178 47 3
179 43 6
180 43 3
181 41 20
182 42 79
183 40 47
184 40 4
185 13 51
186 82 65
187 83 5
188 82 54
189 82 0
190 82 1
191 83 66
192 82 22
193 82 4
194 41 30
195 41 1
196 41 49
197 83 4
198 49 25
199 49 26
200 49 15
201 49 0
202 49 6
203 49 3
204 52 67
205 52 68
206 49 35
207 52 69
208 85 51
209 71 66
210 22 53
211 19 38
212 19 39
213 19 51
214 52 17
215 19 0
216 49 24
217 81 16
218 81 62
219 81 1
220 85 47
221 81 17
222 81 20
223 81 2
224 81 63
225 84 37
226 84 55
227 84 71
228 84 40
229 84 41
230 85 3
231 25 0
232 78 72
233 91 6
234 15 8
235 15 7
236 15 69
237 15 44
238 15 45
239 15 12
240 15 70
241 77 0
242 29 0
243 22 2
244 22 54
245 25 48
246 29 37
247 29 38
248 23 73
249 23 74
250 85 28
251 85 22
252 86 74
253 55 17
254 55 43
255 55 18
256 56 11
257 56 19
258 55 78
259 58 72
260 56 20
261 50 44
262 51 64
263 50 3
264 27 65
265 80 0
266 80 11
267 80 1
268 80 2
269 80 14
270 80 79
271 80 13
272 80 28
273 82 6
274 27 2
275 35 48
276 29 39
277 27 3
278 27 4
279 85 43
280 82 2
281 82 12
282 82 21
283 81 49
284 51 12
285 84 4
286 84 72
287 84 70
288 84 5
289 84 16
290 84 39
291 84 24
292 84 17
293 84 18
294 77 14
295 90 16
296 88 53
297 32 4
298 42 2
299 42 81
300 44 33
301 42 3
302 44 34
303 42 82
304 45 5
305 43 76
306 85 48
307 83 31
308 83 13
309 83 67
310 85 44
311 90 72
312 86 60
313 84 19
314 85 0
315 84 20
316 85 1
317 86 73
318 85 12
319 85 21
320 86 3
321 86 4
322 87 15
323 86 5
324 87 16
325 18 0
326 18 1
327 18 7
328 51 13
329 49 40
330 49 2
331 49 41
332 49 18
333 26 20
334 27 66
