// The next line is the dfg name
smooth_color_z_triangle_dfg__31_4type_invdelay
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 3 3 1
MUL 3 3 3
DIV 3 3 5
SQRT 3 3 6
actual latency 47
0 21 1
1 9 2
2 6 2
3 5 2
4 7 3
5 10 0
6 11 0
7 16 7
8 25 11
9 10 5
10 6 1
11 11 7
12 16 1
13 31 5
14 34 1
15 35 0
16 36 0
17 2 1
18 1 1
19 1 9
20 7 0
21 8 0
22 9 0
23 13 9
24 1 11
25 1 10
26 1 2
27 2 0
28 11 6
29 16 0
30 17 0
31 19 9
32 25 9
33 12 0
34 21 7
35 37 9
36 18 2
37 19 2
38 31 6
39 43 3
40 46 0
41 47 0
42 11 8
43 21 8
44 31 0
45 23 2
46 27 1
47 37 3
48 40 0
49 41 0
50 12 1
51 10 2
52 4 4
53 7 1
54 11 2
55 13 3
56 16 4
57 16 2
58 14 0
59 1 5
60 7 11
61 16 3
62 19 0
63 20 0
64 21 6
65 26 5
66 6 7
67 7 4
68 4 5
69 7 2
70 10 1
71 11 1
72 16 8
73 12 2
74 4 2
75 3 0
76 4 1
77 19 10
78 26 6
79 32 1
80 34 3
81 37 0
82 22 2
83 23 5
84 29 4
85 13 5
86 17 1
87 38 6
88 43 1
89 44 2
90 45 0
91 26 8
92 32 4
93 38 2
94 31 7
95 36 1
96 37 1
97 39 0
98 40 1
99 21 2
100 18 1
101 6 8
102 13 1
103 19 4
104 22 0
105 23 0
106 19 5
107 20 2
108 17 2
109 18 0
110 21 0
111 22 1
112 23 1
113 24 0
114 25 2
115 19 1
116 15 2
117 14 2
118 15 1
119 16 5
120 20 1
121 22 3
122 10 4
123 5 1
124 2 2
125 4 3
126 7 10
127 13 11
128 19 3
129 25 0
130 26 4
131 24 2
132 27 2
133 28 0
134 26 2
135 28 1
136 29 0
137 30 0
138 31 3
139 34 0
140 24 1
141 25 3
142 29 1
143 31 9
144 37 4
145 40 4
146 43 2
147 44 4
148 1 4
149 3 1
150 1 3
151 4 0
152 5 0
153 6 6
154 13 10
155 8 1
156 1 6
157 1 0
158 7 9
159 16 6
160 25 10
161 31 1
162 32 0
163 33 8
164 1 8
165 8 2
166 1 7
167 6 0
168 9 1
169 10 3
170 13 0
171 13 2
172 7 5
173 3 2
174 19 11
175 25 1
176 26 0
177 27 0
178 28 3
179 31 2
180 13 4
181 26 7
182 38 1
183 31 10
184 37 2
185 39 1
186 40 3
187 43 0
188 44 1
189 14 1
190 15 0
191 32 11
192 22 4
193 26 1
194 38 0
195 39 7
196 44 0
