// The next line is the dfg name
matmul_dfg__3_4type_uniform
// The next lines are FU parameters given as:
// <FU type>  <resource constraint>  <# of FUs used>  <FU delay>
ADD 1 1 1
MUL 2 2 3
DIV 3 3 5
SQRT 3 3 6
actual latency 68
0 1 3
1 6 0
2 11 5
3 19 6
4 9 0
5 19 7
6 26 4
7 31 0
8 1 7
9 8 0
10 10 2
11 16 3
12 13 0
13 25 2
14 43 8
15 49 1
16 1 2
17 6 4
18 11 3
19 26 3
20 1 0
21 2 0
22 5 0
23 37 6
24 43 0
25 4 2
26 7 2
27 13 2
28 25 6
29 49 6
30 1 5
31 7 1
32 13 8
33 52 5
34 57 0
35 6 5
36 13 7
37 19 0
38 58 0
39 16 2
40 31 8
41 37 2
42 40 0
43 4 1
44 16 1
45 20 0
46 32 2
47 43 6
48 12 0
49 21 3
50 37 7
51 44 0
52 49 3
53 4 0
54 11 0
55 16 5
56 52 0
57 54 8
58 21 4
59 31 7
60 37 0
61 60 1
62 7 6
63 19 8
64 25 7
65 31 3
66 1 8
67 11 4
68 16 0
69 32 5
70 37 3
71 1 1
72 10 0
73 19 2
74 22 1
75 42 1
76 7 8
77 22 2
78 25 1
79 52 7
80 58 3
81 21 5
82 26 5
83 31 4
84 63 6
85 1 4
86 6 3
87 13 6
88 25 0
89 1 6
90 7 0
91 10 1
92 32 1
93 35 1
94 7 7
95 16 4
96 25 8
97 31 6
98 38 0
99 37 8
100 43 7
101 49 4
102 54 1
103 57 1
104 3 0
105 13 1
106 17 0
107 60 4
108 19 1
